carbon_intensity_forecast,carbon_intensity_actual,carbon_intensity_index,time
120,119,moderate,2024-07-08 01:00:00+00:00
128,120,moderate,2024-07-08 01:30:00+00:00
129,119,moderate,2024-07-08 02:00:00+00:00
126,126,moderate,2024-07-08 02:30:00+00:00
132,129,moderate,2024-07-08 03:00:00+00:00
130,147,moderate,2024-07-08 03:30:00+00:00
147,161,moderate,2024-07-08 04:00:00+00:00
112,193,high,2024-07-08 04:30:00+00:00
153,205,high,2024-07-08 05:00:00+00:00
176,197,high,2024-07-08 05:30:00+00:00
208,196,high,2024-07-08 06:00:00+00:00
214,185,moderate,2024-07-08 06:30:00+00:00
195,184,moderate,2024-07-08 07:00:00+00:00
189,180,moderate,2024-07-08 07:30:00+00:00
175,174,moderate,2024-07-08 08:00:00+00:00
174,169,moderate,2024-07-08 08:30:00+00:00
173,167,moderate,2024-07-08 09:00:00+00:00
167,169,moderate,2024-07-08 09:30:00+00:00
165,168,moderate,2024-07-08 10:00:00+00:00
162,168,moderate,2024-07-08 10:30:00+00:00
157,165,moderate,2024-07-08 11:00:00+00:00
152,160,moderate,2024-07-08 11:30:00+00:00
147,159,moderate,2024-07-08 12:00:00+00:00
153,162,moderate,2024-07-08 12:30:00+00:00
156,165,moderate,2024-07-08 13:00:00+00:00
155,171,moderate,2024-07-08 13:30:00+00:00
161,176,moderate,2024-07-08 14:00:00+00:00
166,184,moderate,2024-07-08 14:30:00+00:00
172,191,high,2024-07-08 15:00:00+00:00
177,195,high,2024-07-08 15:30:00+00:00
190,198,high,2024-07-08 16:00:00+00:00
195,202,high,2024-07-08 16:30:00+00:00
199,205,high,2024-07-08 17:00:00+00:00
201,207,high,2024-07-08 17:30:00+00:00
197,210,high,2024-07-08 18:00:00+00:00
200,214,high,2024-07-08 18:30:00+00:00
194,216,high,2024-07-08 19:00:00+00:00
195,230,high,2024-07-08 19:30:00+00:00
205,224,high,2024-07-08 20:00:00+00:00
196,208,high,2024-07-08 20:30:00+00:00
202,189,moderate,2024-07-08 21:00:00+00:00
180,143,moderate,2024-07-08 21:30:00+00:00
165,118,moderate,2024-07-08 22:00:00+00:00
159,99,low,2024-07-08 22:30:00+00:00
134,87,low,2024-07-08 23:00:00+00:00
107,80,low,2024-07-08 23:30:00+00:00
111,70,low,2024-07-09 00:00:00+00:00
110,68,low,2024-07-09 00:30:00+00:00
109,66,low,2024-07-09 01:00:00+00:00
104,65,low,2024-07-09 01:30:00+00:00
97,65,low,2024-07-09 02:00:00+00:00
95,64,low,2024-07-09 02:30:00+00:00
91,60,low,2024-07-09 03:00:00+00:00
87,61,low,2024-07-09 03:30:00+00:00
84,57,low,2024-07-09 04:00:00+00:00
83,57,low,2024-07-09 04:30:00+00:00
81,66,low,2024-07-09 05:00:00+00:00
81,67,low,2024-07-09 05:30:00+00:00
78,69,low,2024-07-09 06:00:00+00:00
73,65,low,2024-07-09 06:30:00+00:00
71,68,low,2024-07-09 07:00:00+00:00
68,76,low,2024-07-09 07:30:00+00:00
67,74,low,2024-07-09 08:00:00+00:00
67,74,low,2024-07-09 08:30:00+00:00
66,78,low,2024-07-09 09:00:00+00:00
66,80,low,2024-07-09 09:30:00+00:00
56,82,low,2024-07-09 10:00:00+00:00
56,77,low,2024-07-09 10:30:00+00:00
55,77,low,2024-07-09 11:00:00+00:00
75,80,low,2024-07-09 11:30:00+00:00
74,81,low,2024-07-09 12:00:00+00:00
73,83,low,2024-07-09 12:30:00+00:00
78,84,low,2024-07-09 13:00:00+00:00
79,83,low,2024-07-09 13:30:00+00:00
81,88,low,2024-07-09 14:00:00+00:00
84,95,low,2024-07-09 14:30:00+00:00
87,102,low,2024-07-09 15:00:00+00:00
92,109,low,2024-07-09 15:30:00+00:00
96,118,moderate,2024-07-09 16:00:00+00:00
91,119,moderate,2024-07-09 16:30:00+00:00
108,124,moderate,2024-07-09 17:00:00+00:00
120,135,moderate,2024-07-09 17:30:00+00:00
117,139,moderate,2024-07-09 18:00:00+00:00
110,146,moderate,2024-07-09 18:30:00+00:00
116,147,moderate,2024-07-09 19:00:00+00:00
122,151,moderate,2024-07-09 19:30:00+00:00
128,143,moderate,2024-07-09 20:00:00+00:00
125,125,moderate,2024-07-09 20:30:00+00:00
135,109,low,2024-07-09 21:00:00+00:00
130,79,low,2024-07-09 21:30:00+00:00
126,65,low,2024-07-09 22:00:00+00:00
108,63,low,2024-07-09 22:30:00+00:00
78,62,low,2024-07-09 23:00:00+00:00
64,62,low,2024-07-09 23:30:00+00:00
56,60,low,2024-07-10 00:00:00+00:00
57,60,low,2024-07-10 00:30:00+00:00
59,58,low,2024-07-10 01:00:00+00:00
59,61,low,2024-07-10 01:30:00+00:00
58,59,low,2024-07-10 02:00:00+00:00
57,61,low,2024-07-10 02:30:00+00:00
58,59,low,2024-07-10 03:00:00+00:00
56,59,low,2024-07-10 03:30:00+00:00
59,59,low,2024-07-10 04:00:00+00:00
58,57,low,2024-07-10 04:30:00+00:00
58,69,low,2024-07-10 05:00:00+00:00
54,83,low,2024-07-10 05:30:00+00:00
53,89,low,2024-07-10 06:00:00+00:00
62,87,low,2024-07-10 06:30:00+00:00
77,82,low,2024-07-10 07:00:00+00:00
78,81,low,2024-07-10 07:30:00+00:00
77,79,low,2024-07-10 08:00:00+00:00
77,77,low,2024-07-10 08:30:00+00:00
75,76,low,2024-07-10 09:00:00+00:00
75,69,low,2024-07-10 09:30:00+00:00
72,62,low,2024-07-10 10:00:00+00:00
72,53,low,2024-07-10 10:30:00+00:00
67,48,low,2024-07-10 11:00:00+00:00
62,46,low,2024-07-10 11:30:00+00:00
53,44,low,2024-07-10 12:00:00+00:00
49,47,low,2024-07-10 12:30:00+00:00
48,49,low,2024-07-10 13:00:00+00:00
45,49,low,2024-07-10 13:30:00+00:00
45,52,low,2024-07-10 14:00:00+00:00
50,63,low,2024-07-10 14:30:00+00:00
51,73,low,2024-07-10 15:00:00+00:00
55,94,low,2024-07-10 15:30:00+00:00
69,108,low,2024-07-10 16:00:00+00:00
76,120,moderate,2024-07-10 16:30:00+00:00
95,129,moderate,2024-07-10 17:00:00+00:00
115,140,moderate,2024-07-10 17:30:00+00:00
134,144,moderate,2024-07-10 18:00:00+00:00
137,149,moderate,2024-07-10 18:30:00+00:00
139,153,moderate,2024-07-10 19:00:00+00:00
141,165,moderate,2024-07-10 19:30:00+00:00
143,165,moderate,2024-07-10 20:00:00+00:00
141,155,moderate,2024-07-10 20:30:00+00:00
150,152,moderate,2024-07-10 21:00:00+00:00
148,126,moderate,2024-07-10 21:30:00+00:00
143,112,moderate,2024-07-10 22:00:00+00:00
136,98,low,2024-07-10 22:30:00+00:00
117,104,low,2024-07-10 23:00:00+00:00
111,105,low,2024-07-10 23:30:00+00:00
100,108,low,2024-07-11 00:00:00+00:00
101,109,low,2024-07-11 00:30:00+00:00
105,108,low,2024-07-11 01:00:00+00:00
109,110,moderate,2024-07-11 01:30:00+00:00
112,112,moderate,2024-07-11 02:00:00+00:00
114,110,moderate,2024-07-11 02:30:00+00:00
117,113,moderate,2024-07-11 03:00:00+00:00
118,116,moderate,2024-07-11 03:30:00+00:00
119,126,moderate,2024-07-11 04:00:00+00:00
93,154,moderate,2024-07-11 04:30:00+00:00
77,163,moderate,2024-07-11 05:00:00+00:00
131,170,moderate,2024-07-11 05:30:00+00:00
136,174,moderate,2024-07-11 06:00:00+00:00
163,166,moderate,2024-07-11 06:30:00+00:00
163,165,moderate,2024-07-11 07:00:00+00:00
170,157,moderate,2024-07-11 07:30:00+00:00
162,155,moderate,2024-07-11 08:00:00+00:00
159,154,moderate,2024-07-11 08:30:00+00:00
155,153,moderate,2024-07-11 09:00:00+00:00
154,145,moderate,2024-07-11 09:30:00+00:00
146,136,moderate,2024-07-11 10:00:00+00:00
147,125,moderate,2024-07-11 10:30:00+00:00
142,113,moderate,2024-07-11 11:00:00+00:00
138,125,moderate,2024-07-11 11:30:00+00:00
133,137,moderate,2024-07-11 12:00:00+00:00
113,141,moderate,2024-07-11 12:30:00+00:00
111,138,moderate,2024-07-11 13:00:00+00:00
135,135,moderate,2024-07-11 13:30:00+00:00
134,136,moderate,2024-07-11 14:00:00+00:00
137,141,moderate,2024-07-11 14:30:00+00:00
134,149,moderate,2024-07-11 15:00:00+00:00
136,163,moderate,2024-07-11 15:30:00+00:00
142,172,moderate,2024-07-11 16:00:00+00:00
169,180,moderate,2024-07-11 16:30:00+00:00
175,186,moderate,2024-07-11 17:00:00+00:00
182,191,high,2024-07-11 17:30:00+00:00
186,196,high,2024-07-11 18:00:00+00:00
186,201,high,2024-07-11 18:30:00+00:00
186,205,high,2024-07-11 19:00:00+00:00
190,208,high,2024-07-11 19:30:00+00:00
187,202,high,2024-07-11 20:00:00+00:00
195,194,high,2024-07-11 20:30:00+00:00
188,184,moderate,2024-07-11 21:00:00+00:00
186,146,moderate,2024-07-11 21:30:00+00:00
169,133,moderate,2024-07-11 22:00:00+00:00
165,123,moderate,2024-07-11 22:30:00+00:00
160,115,moderate,2024-07-11 23:00:00+00:00
130,111,moderate,2024-07-11 23:30:00+00:00
132,106,low,2024-07-12 00:00:00+00:00
128,107,low,2024-07-12 00:30:00+00:00
124,104,low,2024-07-12 01:00:00+00:00
109,104,low,2024-07-12 01:30:00+00:00
109,108,low,2024-07-12 02:00:00+00:00
107,105,low,2024-07-12 02:30:00+00:00
110,105,low,2024-07-12 03:00:00+00:00
111,112,moderate,2024-07-12 03:30:00+00:00
109,116,moderate,2024-07-12 04:00:00+00:00
103,122,moderate,2024-07-12 04:30:00+00:00
101,136,moderate,2024-07-12 05:00:00+00:00
123,147,moderate,2024-07-12 05:30:00+00:00
125,153,moderate,2024-07-12 06:00:00+00:00
138,145,moderate,2024-07-12 06:30:00+00:00
137,138,moderate,2024-07-12 07:00:00+00:00
151,133,moderate,2024-07-12 07:30:00+00:00
145,128,moderate,2024-07-12 08:00:00+00:00
134,126,moderate,2024-07-12 08:30:00+00:00
128,120,moderate,2024-07-12 09:00:00+00:00
121,111,moderate,2024-07-12 09:30:00+00:00
122,111,moderate,2024-07-12 10:00:00+00:00
123,113,moderate,2024-07-12 10:30:00+00:00
111,110,moderate,2024-07-12 11:00:00+00:00
119,105,low,2024-07-12 11:30:00+00:00
114,107,low,2024-07-12 12:00:00+00:00
110,106,low,2024-07-12 12:30:00+00:00
106,103,low,2024-07-12 13:00:00+00:00
108,103,low,2024-07-12 13:30:00+00:00
107,112,moderate,2024-07-12 14:00:00+00:00
111,114,moderate,2024-07-12 14:30:00+00:00
121,122,moderate,2024-07-12 15:00:00+00:00
124,126,moderate,2024-07-12 15:30:00+00:00
132,127,moderate,2024-07-12 16:00:00+00:00
135,130,moderate,2024-07-12 16:30:00+00:00
139,129,moderate,2024-07-12 17:00:00+00:00
134,135,moderate,2024-07-12 17:30:00+00:00
141,135,moderate,2024-07-12 18:00:00+00:00
140,138,moderate,2024-07-12 18:30:00+00:00
138,137,moderate,2024-07-12 19:00:00+00:00
142,140,moderate,2024-07-12 19:30:00+00:00
141,141,moderate,2024-07-12 20:00:00+00:00
134,142,moderate,2024-07-12 20:30:00+00:00
142,124,moderate,2024-07-12 21:00:00+00:00
141,81,low,2024-07-12 21:30:00+00:00
127,74,low,2024-07-12 22:00:00+00:00
85,78,low,2024-07-12 22:30:00+00:00
91,78,low,2024-07-12 23:00:00+00:00
91,73,low,2024-07-12 23:30:00+00:00
78,71,low,2024-07-13 00:00:00+00:00
77,69,low,2024-07-13 00:30:00+00:00
75,66,low,2024-07-13 01:00:00+00:00
74,66,low,2024-07-13 01:30:00+00:00
71,67,low,2024-07-13 02:00:00+00:00
71,66,low,2024-07-13 02:30:00+00:00
72,66,low,2024-07-13 03:00:00+00:00
72,69,low,2024-07-13 03:30:00+00:00
73,71,low,2024-07-13 04:00:00+00:00
75,76,low,2024-07-13 04:30:00+00:00
74,81,low,2024-07-13 05:00:00+00:00
78,71,low,2024-07-13 05:30:00+00:00
83,69,low,2024-07-13 06:00:00+00:00
76,75,low,2024-07-13 06:30:00+00:00
71,82,low,2024-07-13 07:00:00+00:00
75,88,low,2024-07-13 07:30:00+00:00
85,90,low,2024-07-13 08:00:00+00:00
86,91,low,2024-07-13 08:30:00+00:00
87,87,low,2024-07-13 09:00:00+00:00
91,87,low,2024-07-13 09:30:00+00:00
87,88,low,2024-07-13 10:00:00+00:00
85,86,low,2024-07-13 10:30:00+00:00
88,82,low,2024-07-13 11:00:00+00:00
87,79,low,2024-07-13 11:30:00+00:00
84,75,low,2024-07-13 12:00:00+00:00
80,72,low,2024-07-13 12:30:00+00:00
81,71,low,2024-07-13 13:00:00+00:00
75,72,low,2024-07-13 13:30:00+00:00
77,79,low,2024-07-13 14:00:00+00:00
74,88,low,2024-07-13 14:30:00+00:00
79,96,low,2024-07-13 15:00:00+00:00
86,102,low,2024-07-13 15:30:00+00:00
95,109,low,2024-07-13 16:00:00+00:00
93,105,low,2024-07-13 16:30:00+00:00
103,107,low,2024-07-13 17:00:00+00:00
104,112,moderate,2024-07-13 17:30:00+00:00
113,112,moderate,2024-07-13 18:00:00+00:00
109,115,moderate,2024-07-13 18:30:00+00:00
112,111,moderate,2024-07-13 19:00:00+00:00
111,119,moderate,2024-07-13 19:30:00+00:00
110,122,moderate,2024-07-13 20:00:00+00:00
119,118,moderate,2024-07-13 20:30:00+00:00
122,105,low,2024-07-13 21:00:00+00:00
128,81,low,2024-07-13 21:30:00+00:00
116,70,low,2024-07-13 22:00:00+00:00
90,63,low,2024-07-13 22:30:00+00:00
93,62,low,2024-07-13 23:00:00+00:00
91,65,low,2024-07-13 23:30:00+00:00
64,65,low,2024-07-14 00:00:00+00:00
66,68,low,2024-07-14 00:30:00+00:00
67,68,low,2024-07-14 01:00:00+00:00
69,68,low,2024-07-14 01:30:00+00:00
69,66,low,2024-07-14 02:00:00+00:00
69,64,low,2024-07-14 02:30:00+00:00
68,62,low,2024-07-14 03:00:00+00:00
66,62,low,2024-07-14 03:30:00+00:00
62,65,low,2024-07-14 04:00:00+00:00
66,62,low,2024-07-14 04:30:00+00:00
67,72,low,2024-07-14 05:00:00+00:00
65,73,low,2024-07-14 05:30:00+00:00
70,67,low,2024-07-14 06:00:00+00:00
73,56,low,2024-07-14 06:30:00+00:00
71,57,low,2024-07-14 07:00:00+00:00
59,53,low,2024-07-14 07:30:00+00:00
53,47,low,2024-07-14 08:00:00+00:00
51,46,low,2024-07-14 08:30:00+00:00
47,47,low,2024-07-14 09:00:00+00:00
46,51,low,2024-07-14 09:30:00+00:00
46,52,low,2024-07-14 10:00:00+00:00
50,56,low,2024-07-14 10:30:00+00:00
52,60,low,2024-07-14 11:00:00+00:00
55,62,low,2024-07-14 11:30:00+00:00
60,63,low,2024-07-14 12:00:00+00:00
64,64,low,2024-07-14 12:30:00+00:00
65,65,low,2024-07-14 13:00:00+00:00
66,68,low,2024-07-14 13:30:00+00:00
70,75,low,2024-07-14 14:00:00+00:00
69,82,low,2024-07-14 14:30:00+00:00
76,93,low,2024-07-14 15:00:00+00:00
83,99,low,2024-07-14 15:30:00+00:00
98,111,moderate,2024-07-14 16:00:00+00:00
102,118,moderate,2024-07-14 16:30:00+00:00
118,122,moderate,2024-07-14 17:00:00+00:00
122,128,moderate,2024-07-14 17:30:00+00:00
125,132,moderate,2024-07-14 18:00:00+00:00
134,132,moderate,2024-07-14 18:30:00+00:00
137,135,moderate,2024-07-14 19:00:00+00:00
134,145,moderate,2024-07-14 19:30:00+00:00
135,145,moderate,2024-07-14 20:00:00+00:00
146,144,moderate,2024-07-14 20:30:00+00:00
147,142,moderate,2024-07-14 21:00:00+00:00
151,119,moderate,2024-07-14 21:30:00+00:00
146,114,moderate,2024-07-14 22:00:00+00:00
127,110,moderate,2024-07-14 22:30:00+00:00
127,112,moderate,2024-07-14 23:00:00+00:00
130,107,low,2024-07-14 23:30:00+00:00
120,112,moderate,2024-07-15 00:00:00+00:00
114,118,moderate,2024-07-15 00:30:00+00:00
117,120,moderate,2024-07-15 01:00:00+00:00
127,121,moderate,2024-07-15 01:30:00+00:00
129,126,moderate,2024-07-15 02:00:00+00:00
130,127,moderate,2024-07-15 02:30:00+00:00
131,129,moderate,2024-07-15 03:00:00+00:00
133,137,moderate,2024-07-15 03:30:00+00:00
135,142,moderate,2024-07-15 04:00:00+00:00
141,152,moderate,2024-07-15 04:30:00+00:00
154,165,moderate,2024-07-15 05:00:00+00:00
159,184,moderate,2024-07-15 05:30:00+00:00
161,187,moderate,2024-07-15 06:00:00+00:00
192,182,moderate,2024-07-15 06:30:00+00:00
180,179,moderate,2024-07-15 07:00:00+00:00
179,179,moderate,2024-07-15 07:30:00+00:00
176,179,moderate,2024-07-15 08:00:00+00:00
172,176,moderate,2024-07-15 08:30:00+00:00
173,174,moderate,2024-07-15 09:00:00+00:00
168,174,moderate,2024-07-15 09:30:00+00:00
168,172,moderate,2024-07-15 10:00:00+00:00
164,172,moderate,2024-07-15 10:30:00+00:00
167,173,moderate,2024-07-15 11:00:00+00:00
168,175,moderate,2024-07-15 11:30:00+00:00
165,178,moderate,2024-07-15 12:00:00+00:00
168,181,moderate,2024-07-15 12:30:00+00:00
169,190,high,2024-07-15 13:00:00+00:00
173,178,moderate,2024-07-15 13:30:00+00:00
180,186,moderate,2024-07-15 14:00:00+00:00
175,189,moderate,2024-07-15 14:30:00+00:00
180,185,moderate,2024-07-15 15:00:00+00:00
181,187,moderate,2024-07-15 15:30:00+00:00
180,188,moderate,2024-07-15 16:00:00+00:00
184,189,moderate,2024-07-15 16:30:00+00:00
189,193,high,2024-07-15 17:00:00+00:00
187,201,high,2024-07-15 17:30:00+00:00
197,203,high,2024-07-15 18:00:00+00:00
196,204,high,2024-07-15 18:30:00+00:00
197,205,high,2024-07-15 19:00:00+00:00
199,204,high,2024-07-15 19:30:00+00:00
195,195,high,2024-07-15 20:00:00+00:00
191,175,moderate,2024-07-15 20:30:00+00:00
192,166,moderate,2024-07-15 21:00:00+00:00
173,123,moderate,2024-07-15 21:30:00+00:00
163,109,low,2024-07-15 22:00:00+00:00
125,111,moderate,2024-07-15 22:30:00+00:00
123,100,low,2024-07-15 23:00:00+00:00
115,103,low,2024-07-15 23:30:00+00:00
100,96,low,2024-07-16 00:00:00+00:00
103,83,low,2024-07-16 00:30:00+00:00
104,73,low,2024-07-16 01:00:00+00:00
91,77,low,2024-07-16 01:30:00+00:00
77,76,low,2024-07-16 02:00:00+00:00
78,71,low,2024-07-16 02:30:00+00:00
80,73,low,2024-07-16 03:00:00+00:00
72,82,low,2024-07-16 03:30:00+00:00
74,89,low,2024-07-16 04:00:00+00:00
83,115,moderate,2024-07-16 04:30:00+00:00
93,144,moderate,2024-07-16 05:00:00+00:00
110,166,moderate,2024-07-16 05:30:00+00:00
135,170,moderate,2024-07-16 06:00:00+00:00
159,169,moderate,2024-07-16 06:30:00+00:00
152,166,moderate,2024-07-16 07:00:00+00:00
151,165,moderate,2024-07-16 07:30:00+00:00
159,163,moderate,2024-07-16 08:00:00+00:00
158,158,moderate,2024-07-16 08:30:00+00:00
141,155,moderate,2024-07-16 09:00:00+00:00
142,148,moderate,2024-07-16 09:30:00+00:00
136,145,moderate,2024-07-16 10:00:00+00:00
135,138,moderate,2024-07-16 10:30:00+00:00
128,131,moderate,2024-07-16 11:00:00+00:00
122,120,moderate,2024-07-16 11:30:00+00:00
116,117,moderate,2024-07-16 12:00:00+00:00
109,113,moderate,2024-07-16 12:30:00+00:00
105,111,moderate,2024-07-16 13:00:00+00:00
102,108,low,2024-07-16 13:30:00+00:00
102,111,moderate,2024-07-16 14:00:00+00:00
101,118,moderate,2024-07-16 14:30:00+00:00
106,122,moderate,2024-07-16 15:00:00+00:00
113,128,moderate,2024-07-16 15:30:00+00:00
114,135,moderate,2024-07-16 16:00:00+00:00
119,144,moderate,2024-07-16 16:30:00+00:00
127,150,moderate,2024-07-16 17:00:00+00:00
139,156,moderate,2024-07-16 17:30:00+00:00
146,162,moderate,2024-07-16 18:00:00+00:00
155,163,moderate,2024-07-16 18:30:00+00:00
157,173,moderate,2024-07-16 19:00:00+00:00
160,180,moderate,2024-07-16 19:30:00+00:00
167,183,moderate,2024-07-16 20:00:00+00:00
170,187,moderate,2024-07-16 20:30:00+00:00
166,181,moderate,2024-07-16 21:00:00+00:00
166,167,moderate,2024-07-16 21:30:00+00:00
163,156,moderate,2024-07-16 22:00:00+00:00
157,148,moderate,2024-07-16 22:30:00+00:00
155,139,moderate,2024-07-16 23:00:00+00:00
152,133,moderate,2024-07-16 23:30:00+00:00
128,129,moderate,2024-07-17 00:00:00+00:00
124,129,moderate,2024-07-17 00:30:00+00:00
122,128,moderate,2024-07-17 01:00:00+00:00
120,131,moderate,2024-07-17 01:30:00+00:00
118,131,moderate,2024-07-17 02:00:00+00:00
122,135,moderate,2024-07-17 02:30:00+00:00
121,137,moderate,2024-07-17 03:00:00+00:00
128,143,moderate,2024-07-17 03:30:00+00:00
134,153,moderate,2024-07-17 04:00:00+00:00
139,185,moderate,2024-07-17 04:30:00+00:00
154,191,high,2024-07-17 05:00:00+00:00
179,189,moderate,2024-07-17 05:30:00+00:00
191,185,moderate,2024-07-17 06:00:00+00:00
181,172,moderate,2024-07-17 06:30:00+00:00
172,165,moderate,2024-07-17 07:00:00+00:00
153,158,moderate,2024-07-17 07:30:00+00:00
151,148,moderate,2024-07-17 08:00:00+00:00
143,144,moderate,2024-07-17 08:30:00+00:00
134,141,moderate,2024-07-17 09:00:00+00:00
121,134,moderate,2024-07-17 09:30:00+00:00
131,131,moderate,2024-07-17 10:00:00+00:00
124,129,moderate,2024-07-17 10:30:00+00:00
128,131,moderate,2024-07-17 11:00:00+00:00
121,133,moderate,2024-07-17 11:30:00+00:00
123,129,moderate,2024-07-17 12:00:00+00:00
120,130,moderate,2024-07-17 12:30:00+00:00
121,133,moderate,2024-07-17 13:00:00+00:00
120,131,moderate,2024-07-17 13:30:00+00:00
133,136,moderate,2024-07-17 14:00:00+00:00
129,145,moderate,2024-07-17 14:30:00+00:00
137,150,moderate,2024-07-17 15:00:00+00:00
144,161,moderate,2024-07-17 15:30:00+00:00
147,171,moderate,2024-07-17 16:00:00+00:00
159,182,moderate,2024-07-17 16:30:00+00:00
164,187,moderate,2024-07-17 17:00:00+00:00
182,192,high,2024-07-17 17:30:00+00:00
186,196,high,2024-07-17 18:00:00+00:00
182,206,high,2024-07-17 18:30:00+00:00
183,208,high,2024-07-17 19:00:00+00:00
185,220,high,2024-07-17 19:30:00+00:00
186,222,high,2024-07-17 20:00:00+00:00
194,207,high,2024-07-17 20:30:00+00:00
198,193,high,2024-07-17 21:00:00+00:00
183,136,moderate,2024-07-17 21:30:00+00:00
180,119,moderate,2024-07-17 22:00:00+00:00
137,114,moderate,2024-07-17 22:30:00+00:00
136,115,moderate,2024-07-17 23:00:00+00:00
139,113,moderate,2024-07-17 23:30:00+00:00
115,112,moderate,2024-07-18 00:00:00+00:00
118,104,low,2024-07-18 00:30:00+00:00
114,103,low,2024-07-18 01:00:00+00:00
109,100,low,2024-07-18 01:30:00+00:00
107,96,low,2024-07-18 02:00:00+00:00
105,102,low,2024-07-18 02:30:00+00:00
98,102,low,2024-07-18 03:00:00+00:00
107,104,low,2024-07-18 03:30:00+00:00
105,111,moderate,2024-07-18 04:00:00+00:00
104,127,moderate,2024-07-18 04:30:00+00:00
109,130,moderate,2024-07-18 05:00:00+00:00
128,120,moderate,2024-07-18 05:30:00+00:00
128,121,moderate,2024-07-18 06:00:00+00:00
118,117,moderate,2024-07-18 06:30:00+00:00
114,112,moderate,2024-07-18 07:00:00+00:00
107,98,low,2024-07-18 07:30:00+00:00
100,92,low,2024-07-18 08:00:00+00:00
90,84,low,2024-07-18 08:30:00+00:00
87,78,low,2024-07-18 09:00:00+00:00
82,74,low,2024-07-18 09:30:00+00:00
74,73,low,2024-07-18 10:00:00+00:00
73,68,low,2024-07-18 10:30:00+00:00
72,65,low,2024-07-18 11:00:00+00:00
69,64,low,2024-07-18 11:30:00+00:00
67,63,low,2024-07-18 12:00:00+00:00
64,63,low,2024-07-18 12:30:00+00:00
65,67,low,2024-07-18 13:00:00+00:00
64,74,low,2024-07-18 13:30:00+00:00
69,81,low,2024-07-18 14:00:00+00:00
75,93,low,2024-07-18 14:30:00+00:00
85,111,moderate,2024-07-18 15:00:00+00:00
97,141,moderate,2024-07-18 15:30:00+00:00
121,159,moderate,2024-07-18 16:00:00+00:00
144,174,moderate,2024-07-18 16:30:00+00:00
157,178,moderate,2024-07-18 17:00:00+00:00
171,183,moderate,2024-07-18 17:30:00+00:00
178,189,moderate,2024-07-18 18:00:00+00:00
175,200,high,2024-07-18 18:30:00+00:00
177,203,high,2024-07-18 19:00:00+00:00
188,201,high,2024-07-18 19:30:00+00:00
127,204,high,2024-07-18 20:00:00+00:00
175,203,high,2024-07-18 20:30:00+00:00
179,189,moderate,2024-07-18 21:00:00+00:00
176,148,moderate,2024-07-18 21:30:00+00:00
175,138,moderate,2024-07-18 22:00:00+00:00
143,134,moderate,2024-07-18 22:30:00+00:00
145,124,moderate,2024-07-18 23:00:00+00:00
144,112,moderate,2024-07-18 23:30:00+00:00
118,108,low,2024-07-19 00:00:00+00:00
108,103,low,2024-07-19 00:30:00+00:00
101,106,low,2024-07-19 01:00:00+00:00
100,110,moderate,2024-07-19 01:30:00+00:00
100,105,low,2024-07-19 02:00:00+00:00
105,104,low,2024-07-19 02:30:00+00:00
101,102,low,2024-07-19 03:00:00+00:00
97,107,low,2024-07-19 03:30:00+00:00
96,111,moderate,2024-07-19 04:00:00+00:00
93,124,moderate,2024-07-19 04:30:00+00:00
100,131,moderate,2024-07-19 05:00:00+00:00
111,129,moderate,2024-07-19 05:30:00+00:00
115,125,moderate,2024-07-19 06:00:00+00:00
112,119,moderate,2024-07-19 06:30:00+00:00
106,113,moderate,2024-07-19 07:00:00+00:00
97,108,low,2024-07-19 07:30:00+00:00
93,99,low,2024-07-19 08:00:00+00:00
90,87,low,2024-07-19 08:30:00+00:00
86,75,low,2024-07-19 09:00:00+00:00
72,65,low,2024-07-19 09:30:00+00:00
61,57,low,2024-07-19 10:00:00+00:00
55,54,low,2024-07-19 10:30:00+00:00
48,53,low,2024-07-19 11:00:00+00:00
47,51,low,2024-07-19 11:30:00+00:00
46,50,low,2024-07-19 12:00:00+00:00
46,50,low,2024-07-19 12:30:00+00:00
47,49,low,2024-07-19 13:00:00+00:00
45,48,low,2024-07-19 13:30:00+00:00
44,56,low,2024-07-19 14:00:00+00:00
42,68,low,2024-07-19 14:30:00+00:00
48,82,low,2024-07-19 15:00:00+00:00
57,101,low,2024-07-19 15:30:00+00:00
73,117,moderate,2024-07-19 16:00:00+00:00
94,133,moderate,2024-07-19 16:30:00+00:00
95,139,moderate,2024-07-19 17:00:00+00:00
121,148,moderate,2024-07-19 17:30:00+00:00
133,153,moderate,2024-07-19 18:00:00+00:00
137,161,moderate,2024-07-19 18:30:00+00:00
143,161,moderate,2024-07-19 19:00:00+00:00
149,164,moderate,2024-07-19 19:30:00+00:00
150,164,moderate,2024-07-19 20:00:00+00:00
150,160,moderate,2024-07-19 20:30:00+00:00
152,149,moderate,2024-07-19 21:00:00+00:00
150,112,moderate,2024-07-19 21:30:00+00:00
138,101,low,2024-07-19 22:00:00+00:00
105,86,low,2024-07-19 22:30:00+00:00
109,86,low,2024-07-19 23:00:00+00:00
114,87,low,2024-07-19 23:30:00+00:00
71,86,low,2024-07-20 00:00:00+00:00
76,92,low,2024-07-20 00:30:00+00:00
72,93,low,2024-07-20 01:00:00+00:00
78,97,low,2024-07-20 01:30:00+00:00
78,101,low,2024-07-20 02:00:00+00:00
82,100,low,2024-07-20 02:30:00+00:00
84,101,low,2024-07-20 03:00:00+00:00
