time,temperature_2m,relative_humidity_2m,wind_speed_10m,apparent_temperature
2024-04-04 11:00:00,13.5,63,30.6,8.2
2024-04-04 12:00:00,14.0,62,28.9,9.0
2024-04-04 13:00:00,15.2,59,26.6,11.0
2024-04-04 14:00:00,14.5,75,21.1,11.5
2024-04-04 15:00:00,14.5,68,27.3,10.1
2024-04-04 16:00:00,14.0,73,25.7,10.0
2024-04-04 17:00:00,13.5,76,24.7,9.7
2024-04-04 18:00:00,13.0,77,23.7,9.3
2024-04-04 19:00:00,12.5,83,19.9,9.5
2024-04-04 20:00:00,12.2,86,18.2,9.5
2024-04-04 21:00:00,12.0,89,20.3,9.2
2024-04-04 22:00:00,12.2,89,19.4,9.5
2024-04-04 23:00:00,12.3,88,23.9,9.0
2024-04-05 00:00:00,12.4,89,22.2,9.4
2024-04-05 01:00:00,13.0,90,21.7,10.2
2024-04-05 02:00:00,12.5,91,20.3,9.9
2024-04-05 03:00:00,12.1,92,17.7,9.8
2024-04-05 04:00:00,12.1,92,19.1,9.5
2024-04-05 05:00:00,12.5,89,27.4,8.7
2024-04-05 06:00:00,12.9,86,28.2,8.9
2024-04-05 07:00:00,12.6,89,26.9,9.0
2024-04-05 08:00:00,12.3,89,24.0,9.0
2024-04-05 09:00:00,13.7,81,30.5,9.4
2024-04-05 10:00:00,15.0,73,30.0,10.7
2024-04-05 11:00:00,15.9,66,32.7,11.0
2024-04-05 12:00:00,16.7,63,32.8,12.1
2024-04-05 13:00:00,16.2,64,32.4,11.4
2024-04-05 14:00:00,16.5,61,34.1,11.2
2024-04-05 15:00:00,16.4,61,31.3,11.5
2024-04-05 16:00:00,15.3,70,28.0,11.2
2024-04-05 17:00:00,15.0,71,24.7,11.3
2024-04-05 18:00:00,14.1,75,19.8,11.2
2024-04-05 19:00:00,13.2,78,14.5,11.0
2024-04-05 20:00:00,13.0,79,15.8,10.6
2024-04-05 21:00:00,13.3,78,16.2,10.8
2024-04-05 22:00:00,13.1,79,15.8,10.6
2024-04-05 23:00:00,13.4,78,15.9,11.0
2024-04-06 00:00:00,13.5,83,19.6,10.9
2024-04-06 01:00:00,15.0,79,23.7,12.0
2024-04-06 02:00:00,15.4,72,23.9,12.1
2024-04-06 03:00:00,15.4,67,23.1,11.8
2024-04-06 04:00:00,15.2,66,22.5,11.6
2024-04-06 05:00:00,15.4,69,24.6,11.8
2024-04-06 06:00:00,15.8,68,26.0,12.0
2024-04-06 07:00:00,16.3,66,28.1,12.2
2024-04-06 08:00:00,17.4,63,27.3,13.5
2024-04-06 09:00:00,18.4,64,22.0,15.7
2024-04-06 10:00:00,19.3,58,25.3,15.9
2024-04-06 11:00:00,19.7,57,27.9,15.9
2024-04-06 12:00:00,19.5,58,28.7,15.6
2024-04-06 13:00:00,19.6,57,31.3,15.5
2024-04-06 14:00:00,18.4,59,32.9,13.6
2024-04-06 15:00:00,17.3,63,29.7,13.1
2024-04-06 16:00:00,16.4,65,27.1,12.4
2024-04-06 17:00:00,15.5,71,23.5,12.2
2024-04-06 18:00:00,14.9,68,29.6,10.4
2024-04-06 19:00:00,14.8,66,30.5,10.0
2024-04-06 20:00:00,14.9,64,31.4,9.8
2024-04-06 21:00:00,14.2,69,32.8,9.0
2024-04-06 22:00:00,13.8,74,31.6,9.0
2024-04-06 23:00:00,13.6,75,31.1,8.9
2024-04-07 00:00:00,13.0,77,30.5,8.3
2024-04-07 01:00:00,12.2,79,27.9,7.7
2024-04-07 02:00:00,11.7,79,27.2,7.2
2024-04-07 03:00:00,11.4,79,27.5,6.9
2024-04-07 04:00:00,11.0,79,26.8,6.5
2024-04-07 05:00:00,10.8,78,27.7,6.1
2024-04-07 06:00:00,10.9,78,27.7,6.1
2024-04-07 07:00:00,11.8,75,29.7,6.9
2024-04-07 08:00:00,13.0,70,35.3,7.3
2024-04-07 09:00:00,13.8,66,40.9,7.2
2024-04-07 10:00:00,14.7,61,40.1,8.1
2024-04-07 11:00:00,15.2,59,39.0,8.8
2024-04-07 12:00:00,14.8,63,37.6,8.8
2024-04-07 13:00:00,15.2,60,32.2,9.8
2024-04-07 14:00:00,15.5,57,32.4,10.1
2024-04-07 15:00:00,15.7,56,33.8,10.0
2024-04-07 16:00:00,14.5,63,29.4,9.6
2024-04-07 17:00:00,14.3,66,24.8,10.1
2024-04-07 18:00:00,13.5,68,22.8,9.5
2024-04-07 19:00:00,12.5,70,21.1,8.7
2024-04-07 20:00:00,12.0,72,18.5,8.5
2024-04-07 21:00:00,11.1,76,15.0,8.2
2024-04-07 22:00:00,10.5,79,12.0,8.0
2024-04-07 23:00:00,9.9,83,11.8,7.5
2024-04-08 00:00:00,9.7,86,12.5,7.2
2024-04-08 01:00:00,9.7,86,13.4,7.1
2024-04-08 02:00:00,9.5,87,12.3,7.0
2024-04-08 03:00:00,9.2,89,10.2,7.0
2024-04-08 04:00:00,9.3,88,12.2,6.8
2024-04-08 05:00:00,9.1,91,11.5,6.8
2024-04-08 06:00:00,8.8,93,10.9,6.7
2024-04-08 07:00:00,10.3,87,10.9,8.3
2024-04-08 08:00:00,11.3,83,11.7,9.3
2024-04-08 09:00:00,12.6,77,11.7,10.5
2024-04-08 10:00:00,13.8,72,11.8,11.7
2024-04-08 11:00:00,14.3,68,13.7,11.9
2024-04-08 12:00:00,16.0,60,14.9,14.0
2024-04-08 13:00:00,16.4,58,14.4,14.1
2024-04-08 14:00:00,16.3,64,16.9,13.7
2024-04-08 15:00:00,16.9,64,21.5,13.8
2024-04-08 16:00:00,15.6,75,16.1,13.6
2024-04-08 17:00:00,14.4,85,14.6,12.9
2024-04-08 18:00:00,14.3,85,15.3,12.6
2024-04-08 19:00:00,13.5,88,16.5,11.6
2024-04-08 20:00:00,12.4,89,15.5,10.4
2024-04-08 21:00:00,11.7,90,18.1,9.1
2024-04-08 22:00:00,10.7,89,17.2,7.9
2024-04-08 23:00:00,9.8,86,17.0,6.7
2024-04-09 00:00:00,8.9,80,17.7,5.2
2024-04-09 01:00:00,9.7,75,23.4,5.2
2024-04-09 02:00:00,8.9,77,29.5,3.4
2024-04-09 03:00:00,9.2,78,33.5,3.2
2024-04-09 04:00:00,9.5,78,33.5,3.6
2024-04-09 05:00:00,9.1,81,31.4,3.5
2024-04-09 06:00:00,9.1,79,30.5,3.6
2024-04-09 07:00:00,9.1,79,28.6,3.8
2024-04-09 08:00:00,8.9,75,33.0,2.9
2024-04-09 09:00:00,8.6,73,34.6,2.1
2024-04-09 10:00:00,8.7,72,36.5,1.9
2024-04-09 11:00:00,8.7,72,37.9,1.8
2024-04-09 12:00:00,9.4,70,36.6,2.7
2024-04-09 13:00:00,10.5,77,34.0,4.7
2024-04-09 14:00:00,11.3,68,35.5,5.1
2024-04-09 15:00:00,11.5,64,31.8,5.7
2024-04-09 16:00:00,11.5,59,31.0,5.5
2024-04-09 17:00:00,11.6,54,27.1,6.0
2024-04-09 18:00:00,10.7,57,25.3,5.4
2024-04-09 19:00:00,9.9,59,22.3,4.9
2024-04-09 20:00:00,9.3,60,20.5,4.5
2024-04-09 21:00:00,8.6,62,19.1,3.9
2024-04-09 22:00:00,7.9,65,16.3,3.7
2024-04-09 23:00:00,7.2,69,15.0,3.2
2024-04-10 00:00:00,6.5,76,15.4,2.6
2024-04-10 01:00:00,6.2,86,15.1,2.5
2024-04-10 02:00:00,5.9,90,13.3,2.6
2024-04-10 03:00:00,5.5,93,11.3,2.5
2024-04-10 04:00:00,5.2,94,9.7,2.4
2024-04-10 05:00:00,5.1,95,9.0,2.4
2024-04-10 06:00:00,5.6,94,8.9,3.0
2024-04-10 07:00:00,7.2,89,8.6,4.9
2024-04-10 08:00:00,9.1,82,10.8,6.6
2024-04-10 09:00:00,10.8,75,12.8,8.1
2024-04-10 10:00:00,12.3,65,17.8,8.7
2024-04-10 11:00:00,13.0,61,22.4,8.7
2024-04-10 12:00:00,11.9,71,20.6,8.1
2024-04-10 13:00:00,12.3,72,24.1,8.1
2024-04-10 14:00:00,12.0,75,24.0,7.9
2024-04-10 15:00:00,11.6,76,26.4,7.1
2024-04-10 16:00:00,10.9,83,23.9,7.0
2024-04-10 17:00:00,11.3,85,25.8,7.2
2024-04-10 18:00:00,11.4,86,25.1,7.5
2024-04-10 19:00:00,11.5,87,25.2,7.7
2024-04-10 20:00:00,11.7,89,24.7,8.1
2024-04-10 21:00:00,12.0,91,23.7,8.8
2024-04-10 22:00:00,12.2,92,25.7,8.8
2024-04-10 23:00:00,12.3,92,23.8,9.2
2024-04-11 00:00:00,12.4,91,23.2,9.3
2024-04-11 01:00:00,12.7,93,21.5,10.0
2024-04-11 02:00:00,12.7,92,19.8,10.3
2024-04-11 03:00:00,12.6,92,18.0,10.4
2024-04-11 04:00:00,12.5,92,18.3,10.2
2024-04-11 05:00:00,12.4,92,17.9,10.2
2024-04-11 06:00:00,12.5,91,14.7,10.7
2024-04-11 07:00:00,13.2,88,16.9,11.1
2024-04-11 08:00:00,13.7,86,17.1,11.6
2024-04-11 09:00:00,14.1,85,17.1,12.2
2024-04-11 10:00:00,14.8,83,15.6,13.1
2024-04-11 11:00:00,16.7,72,18.2,14.5
2024-04-11 12:00:00,17.3,71,15.8,15.6
2024-04-11 13:00:00,17.9,69,15.7,16.3
2024-04-11 14:00:00,18.1,69,15.8,16.6
2024-04-11 15:00:00,18.5,67,16.5,16.8
2024-04-11 16:00:00,18.5,68,14.0,17.2
2024-04-11 17:00:00,18.0,75,13.8,17.1
2024-04-11 18:00:00,16.3,82,17.1,14.8
2024-04-11 19:00:00,14.4,88,16.6,12.7
2024-04-11 20:00:00,13.6,89,17.3,11.7
2024-04-11 21:00:00,13.4,89,17.8,11.3
2024-04-11 22:00:00,12.8,91,19.2,10.4
2024-04-11 23:00:00,12.5,92,17.6,10.3
2024-04-12 00:00:00,12.4,91,16.8,10.2
2024-04-12 01:00:00,11.6,89,17.8,8.9
2024-04-12 02:00:00,10.8,88,18.4,7.8
2024-04-12 03:00:00,10.6,89,20.0,7.3
2024-04-12 04:00:00,10.4,87,20.6,6.9
2024-04-12 05:00:00,10.3,89,19.5,7.1
2024-04-12 06:00:00,10.6,88,18.3,7.6
2024-04-12 07:00:00,11.8,85,15.9,9.4
2024-04-12 08:00:00,13.3,80,17.3,10.8
2024-04-12 09:00:00,14.9,76,18.8,12.4
2024-04-12 10:00:00,16.4,72,19.5,14.0
2024-04-12 11:00:00,17.6,69,21.4,15.1
2024-04-12 12:00:00,18.2,68,22.9,15.8
2024-04-12 13:00:00,19.3,63,23.9,16.8
2024-04-12 14:00:00,19.3,63,23.8,16.5
2024-04-12 15:00:00,19.1,63,23.5,16.2
2024-04-12 16:00:00,18.4,63,22.7,15.4
2024-04-12 17:00:00,17.1,66,21.0,14.2
2024-04-12 18:00:00,15.4,69,20.7,12.4
2024-04-12 19:00:00,14.2,71,19.7,11.1
2024-04-12 20:00:00,13.6,73,18.8,10.6
2024-04-12 21:00:00,13.5,75,19.1,10.5
2024-04-12 22:00:00,13.4,78,18.5,10.6
2024-04-12 23:00:00,13.3,80,16.9,10.8
2024-04-13 00:00:00,13.0,81,16.1,10.6
2024-04-13 01:00:00,12.7,84,14.8,10.6
2024-04-13 02:00:00,12.3,86,13.8,10.3
2024-04-13 03:00:00,11.8,88,12.5,10.0
2024-04-13 04:00:00,11.4,91,12.0,9.7
2024-04-13 05:00:00,11.2,92,12.5,9.4
2024-04-13 06:00:00,11.8,91,13.8,9.9
2024-04-13 07:00:00,13.2,87,13.5,11.6
2024-04-13 08:00:00,14.7,81,19.9,12.3
2024-04-13 09:00:00,16.1,75,19.1,13.8
2024-04-13 10:00:00,17.3,72,18.6,15.2
2024-04-13 11:00:00,18.2,70,18.9,16.6
2024-04-13 12:00:00,18.8,66,19.7,17.3
2024-04-13 13:00:00,18.6,63,19.9,16.6
2024-04-13 14:00:00,18.9,59,21.6,16.4
2024-04-13 15:00:00,18.0,59,21.0,14.9
2024-04-13 16:00:00,17.4,60,21.0,14.3
2024-04-13 17:00:00,16.6,64,20.1,13.6
2024-04-13 18:00:00,15.4,70,17.8,12.9
2024-04-13 19:00:00,14.7,74,18.7,12.0
2024-04-13 20:00:00,13.7,73,21.7,10.3
2024-04-13 21:00:00,12.1,74,21.6,8.3
2024-04-13 22:00:00,10.9,82,18.4,7.7
2024-04-13 23:00:00,10.3,87,16.6,7.4
2024-04-14 00:00:00,10.0,89,14.8,7.4
2024-04-14 01:00:00,10.0,90,12.6,7.7
2024-04-14 02:00:00,9.6,93,11.5,7.5
2024-04-14 03:00:00,9.3,94,11.2,7.3
2024-04-14 04:00:00,9.2,93,10.9,7.1
2024-04-14 05:00:00,8.8,91,9.1,6.8
2024-04-14 06:00:00,8.8,87,9.8,6.6
2024-04-14 07:00:00,9.5,77,10.6,6.9
2024-04-14 08:00:00,10.0,70,10.4,7.2
2024-04-14 09:00:00,10.9,65,8.8,8.3
2024-04-14 10:00:00,11.9,58,9.7,9.1
2024-04-14 11:00:00,12.7,54,11.3,10.0
2024-04-14 12:00:00,13.2,51,13.1,10.3
2024-04-14 13:00:00,13.3,48,14.3,10.1
2024-04-14 14:00:00,13.4,45,17.1,9.1
2024-04-14 15:00:00,13.8,44,16.3,9.5
2024-04-14 16:00:00,13.8,43,15.6,9.6
2024-04-14 17:00:00,13.0,48,17.7,8.7
2024-04-14 18:00:00,11.9,55,15.5,8.1
2024-04-14 19:00:00,11.0,61,13.5,7.6
2024-04-14 20:00:00,10.4,65,11.0,7.4
2024-04-14 21:00:00,9.9,66,15.6,6.2
2024-04-14 22:00:00,8.6,65,17.3,4.3
2024-04-14 23:00:00,7.6,72,16.5,3.6
2024-04-15 00:00:00,7.2,76,16.8,3.2
2024-04-15 01:00:00,7.5,79,19.4,3.2
2024-04-15 02:00:00,7.3,79,21.0,2.8
2024-04-15 03:00:00,7.2,79,21.2,2.6
2024-04-15 04:00:00,7.4,78,22.4,2.7
2024-04-15 05:00:00,8.2,76,25.7,3.0
2024-04-15 06:00:00,9.1,75,27.5,3.9
2024-04-15 07:00:00,9.8,74,30.1,4.2
2024-04-15 08:00:00,10.2,73,29.8,4.7
2024-04-15 09:00:00,9.4,81,33.0,3.7
2024-04-15 10:00:00,8.7,82,34.8,2.6
2024-04-15 11:00:00,9.0,72,34.8,2.6
2024-04-15 12:00:00,10.6,54,35.8,4.0
2024-04-15 13:00:00,11.3,38,36.0,4.2
2024-04-15 14:00:00,11.4,43,35.8,4.6
2024-04-15 15:00:00,11.0,46,36.6,3.6
2024-04-15 16:00:00,9.8,55,31.4,3.3
2024-04-15 17:00:00,9.5,52,32.3,2.7
2024-04-15 18:00:00,8.9,55,29.5,2.5
2024-04-15 19:00:00,7.5,61,27.9,1.4
2024-04-15 20:00:00,7.2,64,24.9,1.6
2024-04-15 21:00:00,6.8,65,25.9,1.0
2024-04-15 22:00:00,6.8,65,26.4,0.9
2024-04-15 23:00:00,7.2,66,26.6,1.4
2024-04-16 00:00:00,6.2,75,24.5,0.9
2024-04-16 01:00:00,6.6,83,27.8,1.1
2024-04-16 02:00:00,6.9,84,27.0,1.6
2024-04-16 03:00:00,7.0,84,25.8,1.9
2024-04-16 04:00:00,6.8,85,23.1,2.1
2024-04-16 05:00:00,6.8,86,22.0,2.3
2024-04-16 06:00:00,7.4,84,22.3,2.9
2024-04-16 07:00:00,8.4,80,23.4,3.9
2024-04-16 08:00:00,9.3,75,30.1,3.7
2024-04-16 09:00:00,10.1,68,28.3,4.7
2024-04-16 10:00:00,11.1,64,26.4,5.9
2024-04-16 11:00:00,11.7,60,23.5,6.9
2024-04-16 12:00:00,12.4,58,23.8,8.0
2024-04-16 13:00:00,11.2,65,20.9,6.9
2024-04-16 14:00:00,9.6,71,27.0,4.5
2024-04-16 15:00:00,11.3,62,17.4,7.4
2024-04-16 16:00:00,10.8,60,19.6,6.4
2024-04-16 17:00:00,10.1,63,20.6,5.6
2024-04-16 18:00:00,9.3,70,14.4,5.8
2024-04-16 19:00:00,7.8,76,10.8,4.7
2024-04-16 20:00:00,6.8,79,8.4,4.1
2024-04-16 21:00:00,6.0,85,6.8,3.5
2024-04-16 22:00:00,5.3,90,6.2,3.0
2024-04-16 23:00:00,4.6,94,6.3,2.2
2024-04-17 00:00:00,4.2,96,7.0,1.6
2024-04-17 01:00:00,4.8,94,9.8,2.0
2024-04-17 02:00:00,4.6,94,11.6,1.5
2024-04-17 03:00:00,4.7,91,12.6,1.3
2024-04-17 04:00:00,4.6,91,14.2,0.9
2024-04-17 05:00:00,5.4,84,14.4,1.6
2024-04-17 06:00:00,5.2,85,14.7,1.5
2024-04-17 07:00:00,6.2,79,16.6,2.2
2024-04-17 08:00:00,7.1,74,20.9,2.4
2024-04-17 09:00:00,8.0,70,19.9,3.4
2024-04-17 10:00:00,8.9,61,19.5,4.4
2024-04-17 11:00:00,9.8,54,19.2,5.5
2024-04-17 12:00:00,10.4,49,19.6,6.1
2024-04-17 13:00:00,10.6,45,20.5,5.8
2024-04-17 14:00:00,10.8,43,20.5,5.5
2024-04-17 15:00:00,10.5,48,19.2,5.5
2024-04-17 16:00:00,10.0,52,20.1,5.1
2024-04-17 17:00:00,9.6,55,19.9,4.8
2024-04-17 18:00:00,7.6,68,13.4,3.9
2024-04-17 19:00:00,7.3,71,13.1,3.7
2024-04-17 20:00:00,6.6,72,17.0,2.3
2024-04-17 21:00:00,6.2,73,15.8,2.1
2024-04-17 22:00:00,5.6,77,17.6,1.2
2024-04-17 23:00:00,5.7,77,19.1,1.2
2024-04-18 00:00:00,5.7,82,18.0,1.4
2024-04-18 01:00:00,4.7,90,14.3,1.1
2024-04-18 02:00:00,4.3,92,13.0,0.8
2024-04-18 03:00:00,4.0,93,11.2,0.7
2024-04-18 04:00:00,3.4,94,8.3,0.5
2024-04-18 05:00:00,3.1,94,8.6,0.1
2024-04-18 06:00:00,3.9,94,11.0,0.7
2024-04-18 07:00:00,5.6,88,9.4,2.8
2024-04-18 08:00:00,7.6,81,9.1,4.9
2024-04-18 09:00:00,9.2,70,9.9,6.3
2024-04-18 10:00:00,10.0,63,7.5,7.3
2024-04-18 11:00:00,10.7,58,8.4,7.8
2024-04-18 12:00:00,11.6,53,9.8,8.5
2024-04-18 13:00:00,12.4,48,13.3,9.0
2024-04-18 14:00:00,12.6,47,14.3,8.6
2024-04-18 15:00:00,12.6,48,16.2,8.4
2024-04-18 16:00:00,12.3,50,19.1,7.7
2024-04-18 17:00:00,11.6,55,16.6,7.6
2024-04-18 18:00:00,11.0,56,18.7,6.6
2024-04-18 19:00:00,10.2,49,20.9,5.0
2024-04-18 20:00:00,9.7,48,20.6,4.5
2024-04-18 21:00:00,8.9,55,19.5,4.0
2024-04-18 22:00:00,8.0,70,20.5,3.4
2024-04-18 23:00:00,7.8,81,21.3,3.4
2024-04-19 00:00:00,8.1,84,20.8,3.9
2024-04-19 01:00:00,8.2,84,21.3,4.1
2024-04-19 02:00:00,8.4,85,20.8,4.4
2024-04-19 03:00:00,8.8,85,20.3,5.0
2024-04-19 04:00:00,9.0,86,20.2,5.3
2024-04-19 05:00:00,9.3,86,20.5,5.5
2024-04-19 06:00:00,9.7,85,20.7,6.0
2024-04-19 07:00:00,10.4,81,23.1,6.4
2024-04-19 08:00:00,10.7,79,23.8,6.5
2024-04-19 09:00:00,11.3,76,29.1,6.3
2024-04-19 10:00:00,11.7,76,23.2,7.7
2024-04-19 11:00:00,10.4,85,23.3,6.5
2024-04-19 12:00:00,11.8,78,20.3,8.4
2024-04-19 13:00:00,13.4,65,26.5,9.1
2024-04-19 14:00:00,10.3,74,18.7,6.5
2024-04-19 15:00:00,11.7,64,22.0,7.3
2024-04-19 16:00:00,11.5,63,18.4,7.6
2024-04-19 17:00:00,10.7,58,18.9,6.2
2024-04-19 18:00:00,9.8,57,17.7,5.3
2024-04-19 19:00:00,8.2,60,11.9,4.5
2024-04-19 20:00:00,7.6,63,8.0,4.4
2024-04-19 21:00:00,7.4,62,11.1,3.7
2024-04-19 22:00:00,7.5,61,14.4,3.3
2024-04-19 23:00:00,7.2,58,17.8,2.4
2024-04-20 00:00:00,5.9,60,16.4,1.2
2024-04-20 01:00:00,4.7,67,15.5,0.2
2024-04-20 02:00:00,4.2,70,13.5,-0.0
2024-04-20 03:00:00,3.8,72,13.5,-0.4
2024-04-20 04:00:00,3.7,72,14.0,-0.6
2024-04-20 05:00:00,3.3,75,12.9,-0.8
2024-04-20 06:00:00,3.9,76,12.9,-0.1
2024-04-20 07:00:00,5.7,68,16.8,1.2
2024-04-20 08:00:00,6.9,64,22.3,1.6
2024-04-20 09:00:00,7.6,61,23.4,2.2
2024-04-20 10:00:00,7.8,62,20.2,2.9
2024-04-20 11:00:00,8.7,60,20.9,3.8
2024-04-20 12:00:00,8.9,59,19.8,4.1
2024-04-20 13:00:00,9.3,59,20.5,4.5
2024-04-20 14:00:00,9.8,59,21.7,4.8
2024-04-20 15:00:00,9.8,56,20.4,4.9
2024-04-20 16:00:00,9.7,58,19.5,5.0
2024-04-20 17:00:00,9.4,60,18.4,4.9
2024-04-20 18:00:00,9.0,62,13.4,5.3
2024-04-20 19:00:00,8.2,63,11.7,4.7
2024-04-20 20:00:00,6.7,70,8.5,3.6
2024-04-20 21:00:00,5.4,77,6.9,2.6
2024-04-20 22:00:00,4.7,83,5.9,2.1
2024-04-20 23:00:00,5.9,79,6.6,3.3
2024-04-21 00:00:00,6.2,76,8.9,3.1
2024-04-21 01:00:00,6.2,74,12.0,2.6
2024-04-21 02:00:00,6.2,71,14.2,2.2
2024-04-21 03:00:00,5.5,73,14.1,1.5
2024-04-21 04:00:00,4.3,79,12.8,0.4
2024-04-21 05:00:00,3.7,82,12.9,-0.1
2024-04-21 06:00:00,4.6,79,13.8,0.7
2024-04-21 07:00:00,6.3,70,16.7,1.9
2024-04-21 08:00:00,7.4,64,22.1,2.2
2024-04-21 09:00:00,8.7,55,24.9,2.9
2024-04-21 10:00:00,8.9,54,24.5,3.2
2024-04-21 11:00:00,9.8,53,22.9,4.4
2024-04-21 12:00:00,9.9,56,23.3,4.7
2024-04-21 13:00:00,10.7,51,21.3,5.6
2024-04-21 14:00:00,10.6,53,21.6,5.5
2024-04-21 15:00:00,10.0,57,20.4,5.2
2024-04-21 16:00:00,9.7,58,21.7,4.7
2024-04-21 17:00:00,9.1,61,21.9,4.2
2024-04-21 18:00:00,8.6,64,17.7,4.3
2024-04-21 19:00:00,7.7,67,14.7,3.7
2024-04-21 20:00:00,6.6,72,13.2,2.9
2024-04-21 21:00:00,5.5,78,12.1,2.0
2024-04-21 22:00:00,4.7,83,11.0,1.3
2024-04-21 23:00:00,4.1,88,10.4,0.8
2024-04-22 00:00:00,4.4,88,9.8,1.3
2024-04-22 01:00:00,4.8,86,9.4,1.8
2024-04-22 02:00:00,3.8,92,7.9,1.0
2024-04-22 03:00:00,3.1,94,8.0,0.2
2024-04-22 04:00:00,2.8,95,8.3,-0.2
2024-04-22 05:00:00,2.4,96,7.6,-0.5
2024-04-22 06:00:00,3.7,94,10.0,0.6
2024-04-22 07:00:00,5.4,86,7.8,2.7
2024-04-22 08:00:00,7.1,80,7.4,4.6
2024-04-22 09:00:00,8.2,71,8.4,5.5
2024-04-22 10:00:00,8.4,69,10.7,5.2
2024-04-22 11:00:00,8.0,69,10.9,4.7
2024-04-22 12:00:00,7.9,66,10.3,4.6
2024-04-22 13:00:00,8.5,65,10.2,5.3
2024-04-22 14:00:00,8.6,64,9.6,5.5
2024-04-22 15:00:00,8.7,65,9.2,5.7
2024-04-22 16:00:00,8.3,68,10.7,5.1
2024-04-22 17:00:00,7.7,74,10.9,4.6
2024-04-22 18:00:00,7.6,74,10.1,4.6
2024-04-22 19:00:00,6.8,79,5.6,4.5
2024-04-22 20:00:00,6.7,82,6.4,4.4
2024-04-22 21:00:00,6.6,85,6.4,4.3
2024-04-22 22:00:00,6.4,88,4.0,4.5
2024-04-22 23:00:00,6.2,90,2.9,4.5
2024-04-23 00:00:00,6.1,91,2.9,4.5
2024-04-23 01:00:00,6.1,95,2.7,4.6
2024-04-23 02:00:00,6.0,96,2.2,4.6
2024-04-23 03:00:00,5.8,97,2.4,4.3
2024-04-23 04:00:00,5.9,95,1.5,4.5
2024-04-23 05:00:00,5.7,97,1.8,4.3
2024-04-23 06:00:00,6.0,93,5.4,4.0
2024-04-23 07:00:00,6.5,88,7.4,4.1
2024-04-23 08:00:00,6.9,89,10.0,4.3
2024-04-23 09:00:00,7.6,85,12.3,4.7
2024-04-23 10:00:00,7.6,89,15.1,4.4
2024-04-23 11:00:00,8.0,87,14.8,4.8
2024-04-23 12:00:00,8.6,85,13.4,5.7
2024-04-23 13:00:00,10.6,65,16.6,6.8
2024-04-23 14:00:00,11.2,58,19.1,6.9
2024-04-23 15:00:00,9.9,70,20.8,5.6
2024-04-23 16:00:00,9.3,73,20.4,5.1
2024-04-23 17:00:00,8.7,74,18.1,4.7
2024-04-23 18:00:00,8.8,70,15.0,5.1
2024-04-23 19:00:00,7.9,72,14.9,4.2
2024-04-23 20:00:00,7.4,74,12.8,4.0
2024-04-23 21:00:00,6.6,78,9.2,3.7
2024-04-23 22:00:00,6.3,81,8.9,3.5
2024-04-23 23:00:00,5.3,85,7.9,2.6
2024-04-24 00:00:00,4.3,90,7.9,1.5
2024-04-24 01:00:00,5.5,83,11.2,2.2
2024-04-24 02:00:00,5.8,78,11.3,2.4
2024-04-24 03:00:00,5.8,76,12.8,2.2
2024-04-24 04:00:00,5.8,75,13.8,2.0
2024-04-24 05:00:00,5.9,72,13.4,2.1
2024-04-24 06:00:00,6.1,73,13.4,2.2
2024-04-24 07:00:00,6.5,70,17.0,2.2
2024-04-24 08:00:00,7.3,65,18.0,2.8
2024-04-24 09:00:00,7.8,59,19.7,2.9
2024-04-24 10:00:00,8.7,53,21.2,3.5
