time,temperature,humidity,windspeed,apparent_temperature,carbon_intensity_forecast,carbon_intensity_actual,carbon_intensity_index
2024-03-31 16:00:00+00:00,11.4,79,15.5,8.6,90.0,89.0,low
2024-03-31 17:00:00+00:00,11.3,80,14.5,8.7,103.5,94.0,low
2024-03-31 18:00:00+00:00,10.4,85,11.1,8.2,98.0,88.0,low
2024-03-31 19:00:00+00:00,8.7,93,8.5,6.9,91.0,83.0,low
2024-03-31 20:00:00+00:00,8.6,94,7.5,6.9,90.0,74.5,low
2024-03-31 21:00:00+00:00,7.9,96,6.2,6.3,78.5,72.0,low
2024-03-31 22:00:00+00:00,6.9,98,7.7,4.9,74.0,79.0,low
2024-03-31 23:00:00+00:00,7.2,97,8.1,5.2,81.0,84.0,low
2024-04-01 00:00:00+00:00,8.3,95,11.5,6.0,87.5,85.0,low
2024-04-01 01:00:00+00:00,7.9,94,11.6,5.4,90.0,88.0,low
2024-04-01 02:00:00+00:00,8.5,91,12.0,6.0,96.0,90.5,low
2024-04-01 03:00:00+00:00,7.7,92,16.4,4.4,95.0,83.0,low
2024-04-01 04:00:00+00:00,7.7,92,16.9,4.4,85.5,82.5,low
2024-04-01 05:00:00+00:00,7.8,91,16.4,4.6,84.5,74.5,low
2024-04-01 06:00:00+00:00,7.1,91,13.7,4.0,81.0,72.5,low
2024-04-01 07:00:00+00:00,8.0,89,15.5,4.8,79.0,68.0,low
2024-04-01 08:00:00+00:00,9.6,84,13.8,6.9,70.5,65.5,low
2024-04-01 09:00:00+00:00,11.1,73,16.9,7.8,66.5,69.0,low
2024-04-01 10:00:00+00:00,12.3,64,15.3,9.0,65.0,67.5,low
2024-04-01 11:00:00+00:00,13.1,56,16.5,9.5,71.0,67.5,low
2024-04-01 12:00:00+00:00,13.5,55,17.4,9.9,74.0,66.0,low
2024-04-01 13:00:00+00:00,11.9,73,12.0,9.5,73.0,66.0,low
2024-04-01 14:00:00+00:00,11.3,73,18.4,7.8,79.0,80.5,low
2024-04-01 15:00:00+00:00,12.2,76,15.5,9.4,97.5,103.0,low
2024-04-01 16:00:00+00:00,12.2,67,20.5,8.2,124.0,129.5,moderate
2024-04-01 17:00:00+00:00,11.5,73,17.2,8.1,143.5,146.5,moderate
2024-04-01 18:00:00+00:00,10.4,77,15.6,7.2,149.5,147.5,moderate
2024-04-01 19:00:00+00:00,9.2,82,15.3,6.0,152.5,145.0,moderate
2024-04-01 20:00:00+00:00,8.4,86,14.0,5.5,145.5,133.0,moderate
2024-04-01 21:00:00+00:00,8.1,88,13.1,5.3,128.5,101.5,moderate
2024-04-01 22:00:00+00:00,8.5,87,14.3,5.5,114.5,88.0,low
2024-04-01 23:00:00+00:00,8.4,87,14.0,5.5,100.0,83.0,low
2024-04-02 00:00:00+00:00,8.1,87,15.5,4.9,94.0,82.5,low
2024-04-02 01:00:00+00:00,8.9,86,18.1,5.4,90.0,79.5,low
2024-04-02 02:00:00+00:00,8.6,89,16.9,5.3,85.5,81.0,low
2024-04-02 03:00:00+00:00,8.5,88,17.1,5.2,88.5,85.0,low
2024-04-02 04:00:00+00:00,8.7,87,16.8,5.4,86.0,104.5,low
2024-04-02 05:00:00+00:00,9.2,85,17.8,5.8,118.5,140.5,moderate
2024-04-02 06:00:00+00:00,8.3,89,13.9,5.4,146.0,161.0,moderate
2024-04-02 07:00:00+00:00,9.3,86,17.1,6.0,165.0,156.0,moderate
2024-04-02 08:00:00+00:00,9.8,84,18.4,6.4,157.5,144.5,moderate
2024-04-02 09:00:00+00:00,10.9,76,19.9,7.2,147.0,137.0,moderate
2024-04-02 10:00:00+00:00,11.7,70,22.1,7.6,137.0,138.0,moderate
2024-04-02 11:00:00+00:00,12.4,66,21.7,8.2,140.5,141.5,moderate
2024-04-02 12:00:00+00:00,13.0,63,21.4,8.9,145.0,150.5,moderate
2024-04-02 13:00:00+00:00,13.4,61,19.1,9.6,154.5,158.5,moderate
2024-04-02 14:00:00+00:00,14.2,56,19.7,10.2,159.5,169.5,moderate
2024-04-02 15:00:00+00:00,13.0,67,20.4,9.3,173.0,176.0,moderate
2024-04-02 16:00:00+00:00,12.0,76,18.5,8.7,180.0,180.5,moderate
2024-04-02 17:00:00+00:00,10.7,77,14.1,7.9,186.5,184.5,moderate
2024-04-02 18:00:00+00:00,10.1,85,14.8,7.4,185.0,183.5,moderate
2024-04-02 19:00:00+00:00,10.2,91,16.5,7.5,177.0,168.5,moderate
2024-04-02 20:00:00+00:00,10.5,88,21.6,7.0,157.5,128.0,moderate
2024-04-02 21:00:00+00:00,10.5,87,24.7,6.5,118.0,86.5,low
2024-04-02 22:00:00+00:00,10.5,86,24.9,6.4,89.0,65.5,low
2024-04-02 23:00:00+00:00,10.4,85,25.4,6.2,89.0,65.5,low
