time,temperature,humidity,windspeed,apparent_temperature,carbon_intensity_forecast,carbon_intensity_actual,carbon_intensity_index
2023-12-12 00:00:00+00:00,7.9,95,9.9,5.8,140.5,143.0,moderate
2023-12-12 01:00:00+00:00,8.2,95,10.8,6.0,145.5,129.5,moderate
2023-12-12 02:00:00+00:00,8.6,94,11.8,6.3,132.0,116.5,low
2023-12-12 03:00:00+00:00,9.4,94,13.8,7.0,119.5,114.0,low
2023-12-12 04:00:00+00:00,10.2,94,15.3,7.8,113.5,125.5,low
2023-12-12 05:00:00+00:00,10.4,93,14.1,8.2,129.5,156.0,moderate
2023-12-12 06:00:00+00:00,10.3,94,16.9,7.7,176.5,189.5,moderate
2023-12-12 07:00:00+00:00,10.0,94,16.1,7.4,201.5,209.5,high
2023-12-12 08:00:00+00:00,10.2,94,13.8,8.0,222.5,213.5,high
2023-12-12 09:00:00+00:00,10.5,94,14.3,8.3,221.5,216.0,high
2023-12-12 10:00:00+00:00,10.8,92,17.0,8.2,232.5,211.0,high
2023-12-12 11:00:00+00:00,11.2,89,17.1,8.6,220.5,215.0,high
2023-12-12 12:00:00+00:00,11.5,86,18.5,8.6,222.5,224.5,high
2023-12-12 13:00:00+00:00,10.1,91,14.7,7.7,233.0,234.0,high
2023-12-12 14:00:00+00:00,10.2,89,15.3,7.6,237.0,235.5,high
2023-12-12 15:00:00+00:00,9.6,90,14.4,7.0,238.5,244.5,high
2023-12-12 16:00:00+00:00,9.2,89,16.6,6.1,242.5,243.0,high
2023-12-12 17:00:00+00:00,8.6,91,14.7,5.8,240.0,241.5,high
2023-12-12 18:00:00+00:00,8.2,91,13.4,5.5,242.5,244.5,high
2023-12-12 19:00:00+00:00,7.9,92,14.4,4.9,245.0,234.5,high
2023-12-12 20:00:00+00:00,7.6,92,13.2,4.7,236.0,213.5,high
2023-12-12 21:00:00+00:00,7.3,92,13.6,4.4,220.0,190.0,moderate
2023-12-12 22:00:00+00:00,7.2,92,15.1,4.0,190.0,171.0,moderate
2023-12-12 23:00:00+00:00,7.5,92,13.8,4.5,166.0,149.0,moderate
2023-12-13 00:00:00+00:00,7.7,92,13.8,4.8,147.0,142.5,moderate
2023-12-13 01:00:00+00:00,7.7,93,15.9,4.6,138.0,137.5,moderate
2023-12-13 02:00:00+00:00,7.9,94,13.7,5.1,133.5,132.0,moderate
2023-12-13 03:00:00+00:00,7.7,96,13.8,5.0,129.0,131.0,moderate
2023-12-13 04:00:00+00:00,7.3,95,14.6,4.3,132.5,151.0,moderate
2023-12-13 05:00:00+00:00,7.0,96,16.3,3.7,155.5,175.5,moderate
2023-12-13 06:00:00+00:00,7.0,95,15.6,3.8,196.0,214.0,high
2023-12-13 07:00:00+00:00,6.9,95,15.0,3.7,215.0,220.5,high
2023-12-13 08:00:00+00:00,7.0,93,15.5,3.8,215.5,226.0,high
2023-12-13 09:00:00+00:00,7.2,92,15.5,4.0,222.5,224.5,high
2023-12-13 10:00:00+00:00,7.6,91,17.5,4.1,221.5,221.0,high
2023-12-13 11:00:00+00:00,7.5,88,20.3,3.4,221.5,217.0,high
2023-12-13 12:00:00+00:00,7.5,80,23.9,2.7,217.0,215.0,high
2023-12-13 13:00:00+00:00,7.5,86,22.2,3.1,213.0,212.0,high
2023-12-13 14:00:00+00:00,7.0,87,24.5,2.2,215.0,213.5,high
2023-12-13 15:00:00+00:00,7.0,88,26.9,1.9,219.0,215.0,high
2023-12-13 16:00:00+00:00,7.0,88,27.2,1.9,217.0,215.0,high
2023-12-13 17:00:00+00:00,6.8,87,25.8,1.8,215.0,216.5,high
2023-12-13 18:00:00+00:00,6.8,86,23.9,2.0,217.0,223.5,high
2023-12-13 19:00:00+00:00,6.6,85,22.3,2.0,217.0,214.0,high
2023-12-13 20:00:00+00:00,6.4,85,21.3,1.8,209.0,198.0,high
2023-12-13 21:00:00+00:00,6.3,84,20.9,1.8,177.0,174.0,moderate
2023-12-13 22:00:00+00:00,6.2,84,20.5,1.8,153.0,163.0,moderate
2023-12-13 23:00:00+00:00,6.1,84,19.0,1.8,138.5,154.5,moderate
2023-12-14 00:00:00+00:00,5.3,88,15.3,1.6,148.0,157.0,moderate
2023-12-14 01:00:00+00:00,4.5,94,13.0,1.1,144.0,150.0,moderate
2023-12-14 02:00:00+00:00,3.9,95,12.3,0.5,149.5,141.0,moderate
2023-12-14 03:00:00+00:00,3.2,95,10.1,-0.0,139.5,148.0,moderate
2023-12-14 04:00:00+00:00,2.4,96,8.5,-0.7,152.5,161.5,moderate
2023-12-14 05:00:00+00:00,1.6,97,6.0,-1.2,184.5,189.5,moderate
2023-12-14 06:00:00+00:00,2.3,96,8.0,-0.7,213.5,226.0,high
2023-12-14 07:00:00+00:00,2.7,94,8.7,-0.3,230.0,230.5,high
2023-12-14 08:00:00+00:00,3.0,93,8.5,0.0,227.5,230.0,high
2023-12-14 09:00:00+00:00,3.5,91,7.7,0.6,232.0,227.0,high
2023-12-14 10:00:00+00:00,4.3,89,8.5,1.4,222.5,223.0,high
2023-12-14 11:00:00+00:00,5.0,89,10.8,1.9,221.5,217.0,high
2023-12-14 12:00:00+00:00,5.4,89,12.6,2.1,214.0,220.0,high
2023-12-14 13:00:00+00:00,6.2,89,13.7,2.9,219.0,225.0,high
2023-12-14 14:00:00+00:00,6.7,91,10.8,4.0,227.0,225.0,high
2023-12-14 15:00:00+00:00,7.1,92,8.9,4.8,227.0,224.0,high
2023-12-14 16:00:00+00:00,7.3,94,7.5,5.3,228.0,223.5,high
2023-12-14 17:00:00+00:00,7.2,95,7.1,5.3,225.0,227.0,high
2023-12-14 18:00:00+00:00,6.9,96,7.6,4.9,226.5,236.0,high
2023-12-14 19:00:00+00:00,6.4,97,7.2,4.4,231.0,233.5,high
2023-12-14 20:00:00+00:00,5.3,98,7.7,2.9,228.0,222.5,high
2023-12-14 21:00:00+00:00,4.8,98,8.5,2.3,211.5,197.0,high
2023-12-14 22:00:00+00:00,4.5,97,7.9,1.9,188.0,159.0,moderate
2023-12-14 23:00:00+00:00,4.1,97,8.2,1.5,147.0,130.5,moderate
2023-12-15 00:00:00+00:00,3.9,98,8.5,1.2,134.5,135.5,moderate
2023-12-15 01:00:00+00:00,4.0,98,7.6,1.4,134.5,123.0,moderate
2023-12-15 02:00:00+00:00,5.2,95,6.2,3.0,125.0,119.5,low
2023-12-15 03:00:00+00:00,5.0,93,6.6,2.7,121.0,125.0,moderate
2023-12-15 04:00:00+00:00,4.0,94,6.8,1.4,125.5,138.0,moderate
2023-12-15 05:00:00+00:00,3.9,94,7.4,1.2,144.5,170.0,moderate
2023-12-15 06:00:00+00:00,4.0,94,8.1,1.3,185.5,202.5,high
2023-12-15 07:00:00+00:00,3.4,95,8.0,0.6,213.0,204.5,high
2023-12-15 08:00:00+00:00,2.8,96,8.0,-0.1,200.5,194.0,moderate
2023-12-15 09:00:00+00:00,3.5,96,9.8,0.5,194.0,205.5,high
2023-12-15 10:00:00+00:00,4.8,94,10.7,1.8,200.0,203.5,high
2023-12-15 11:00:00+00:00,6.1,92,8.7,3.6,199.0,190.5,moderate
2023-12-15 12:00:00+00:00,7.1,89,9.5,4.6,183.0,194.0,moderate
2023-12-15 13:00:00+00:00,8.1,81,9.5,5.5,178.0,182.0,moderate
2023-12-15 14:00:00+00:00,8.2,80,9.9,5.5,175.5,172.5,moderate
2023-12-15 15:00:00+00:00,7.3,83,8.2,4.8,184.5,172.5,moderate
2023-12-15 16:00:00+00:00,5.8,88,8.9,3.0,174.5,171.5,moderate
2023-12-15 17:00:00+00:00,5.9,88,11.0,2.9,171.5,167.5,moderate
2023-12-15 18:00:00+00:00,5.7,88,11.6,2.6,163.5,152.0,moderate
2023-12-15 19:00:00+00:00,5.6,88,12.1,2.4,140.0,131.5,moderate
2023-12-15 20:00:00+00:00,5.4,90,12.4,2.2,123.5,104.0,low
2023-12-15 21:00:00+00:00,5.4,91,13.2,2.0,101.0,83.5,low
2023-12-15 22:00:00+00:00,5.3,91,12.9,2.0,84.5,66.5,low
2023-12-15 23:00:00+00:00,5.3,90,12.7,2.0,63.5,64.5,low
2023-12-16 00:00:00+00:00,5.3,91,12.6,2.1,64.0,71.0,low
2023-12-16 01:00:00+00:00,5.5,92,14.2,2.0,68.5,68.0,low
2023-12-16 02:00:00+00:00,5.6,93,13.9,2.3,65.5,64.0,low
2023-12-16 03:00:00+00:00,6.0,94,13.7,2.8,62.0,61.5,low
2023-12-16 04:00:00+00:00,6.2,95,14.0,3.1,60.0,60.0,low
2023-12-16 05:00:00+00:00,6.4,96,14.2,3.3,61.0,67.0,low
2023-12-16 06:00:00+00:00,6.8,96,14.8,3.7,67.5,81.5,low
2023-12-16 07:00:00+00:00,7.6,98,16.0,4.5,80.0,86.5,low
2023-12-16 08:00:00+00:00,8.3,98,16.0,5.4,78.0,83.0,low
2023-12-16 09:00:00+00:00,8.7,98,15.0,6.1,79.0,73.5,low
2023-12-16 10:00:00+00:00,9.4,96,14.8,6.9,78.0,62.0,low
2023-12-16 11:00:00+00:00,10.1,94,14.8,7.7,62.0,57.5,low
2023-12-16 12:00:00+00:00,10.4,93,15.5,8.0,74.0,58.0,low
2023-12-16 13:00:00+00:00,11.1,92,16.0,8.7,58.0,66.5,low
2023-12-16 14:00:00+00:00,11.2,91,17.0,8.7,65.5,79.0,low
2023-12-16 15:00:00+00:00,11.3,90,17.2,8.7,83.0,89.5,low
2023-12-16 16:00:00+00:00,11.0,92,16.9,8.5,92.5,88.5,low
2023-12-16 17:00:00+00:00,11.0,92,17.7,8.4,87.0,83.5,low
2023-12-16 18:00:00+00:00,11.1,91,18.7,8.3,80.0,80.5,low
2023-12-16 19:00:00+00:00,11.1,90,19.8,8.1,75.0,74.0,low
2023-12-16 20:00:00+00:00,11.0,91,18.7,8.1,70.5,69.0,low
2023-12-16 21:00:00+00:00,10.9,91,17.2,8.3,60.5,64.5,low
2023-12-16 22:00:00+00:00,10.7,93,16.2,8.3,73.5,66.5,low
2023-12-16 23:00:00+00:00,10.4,95,13.6,8.3,67.0,59.0,low
2023-12-17 00:00:00+00:00,10.6,93,16.5,8.1,56.0,62.5,low
2023-12-17 01:00:00+00:00,10.0,92,17.1,7.2,71.5,57.0,low
2023-12-17 02:00:00+00:00,9.6,93,15.5,7.0,56.0,55.0,low
2023-12-17 03:00:00+00:00,9.0,94,16.0,6.2,57.0,53.0,low
2023-12-17 04:00:00+00:00,9.0,91,17.4,5.9,53.0,52.0,low
2023-12-17 05:00:00+00:00,8.4,92,16.0,5.3,53.0,54.5,low
2023-12-17 06:00:00+00:00,7.2,94,15.0,4.1,53.0,65.5,low
2023-12-17 07:00:00+00:00,6.8,93,16.1,3.4,62.0,65.5,low
2023-12-17 08:00:00+00:00,6.8,93,18.3,3.1,60.5,68.0,low
2023-12-17 09:00:00+00:00,7.5,91,20.6,3.5,64.0,62.0,low
2023-12-17 10:00:00+00:00,8.7,86,21.2,4.8,60.0,55.5,low
2023-12-17 11:00:00+00:00,10.0,82,18.8,6.5,53.0,54.0,low
2023-12-17 12:00:00+00:00,10.6,79,25.7,6.1,57.0,50.0,low
2023-12-17 13:00:00+00:00,10.6,79,22.4,6.6,50.0,50.0,low
2023-12-17 14:00:00+00:00,10.3,81,20.6,6.5,48.5,58.5,low
2023-12-17 15:00:00+00:00,9.6,83,19.2,6.0,56.5,72.5,low
2023-12-17 16:00:00+00:00,9.2,83,18.9,5.6,71.5,81.5,low
2023-12-17 17:00:00+00:00,8.9,84,19.1,5.2,80.0,80.5,low
2023-12-17 18:00:00+00:00,9.0,85,19.1,5.3,77.0,75.5,low
2023-12-17 19:00:00+00:00,9.1,86,19.4,5.5,75.5,74.5,low
2023-12-17 20:00:00+00:00,8.8,90,18.6,5.4,74.0,73.0,low
2023-12-17 21:00:00+00:00,8.4,92,18.1,5.0,71.5,60.5,low
2023-12-17 22:00:00+00:00,8.2,92,17.7,4.9,62.5,60.5,low
2023-12-17 23:00:00+00:00,8.2,92,18.4,4.7,59.5,61.5,low
2023-12-18 00:00:00+00:00,8.3,93,18.3,4.9,60.5,65.0,low
2023-12-18 01:00:00+00:00,8.1,93,19.4,4.5,61.5,64.5,low
2023-12-18 02:00:00+00:00,8.2,93,19.5,4.6,63.5,63.5,low
2023-12-18 03:00:00+00:00,8.2,93,18.5,4.8,62.5,64.0,low
2023-12-18 04:00:00+00:00,8.3,93,17.7,5.0,63.5,69.5,low
2023-12-18 05:00:00+00:00,8.4,92,17.4,5.1,67.5,92.0,low
2023-12-18 06:00:00+00:00,8.6,91,16.8,5.4,86.0,126.0,moderate
2023-12-18 07:00:00+00:00,8.4,92,17.6,5.1,120.0,136.5,moderate
2023-12-18 08:00:00+00:00,8.7,90,19.1,5.2,141.5,134.0,moderate
2023-12-18 09:00:00+00:00,8.9,89,19.6,5.3,127.5,129.5,moderate
2023-12-18 10:00:00+00:00,9.8,84,20.4,6.2,119.0,127.5,moderate
2023-12-18 11:00:00+00:00,10.5,82,19.9,6.9,118.5,127.0,moderate
2023-12-18 12:00:00+00:00,11.1,80,21.9,7.3,125.0,126.0,moderate
2023-12-18 13:00:00+00:00,11.5,79,17.7,8.4,125.5,129.5,moderate
2023-12-18 14:00:00+00:00,11.7,80,21.3,8.2,127.5,126.0,moderate
2023-12-18 15:00:00+00:00,11.7,82,22.5,8.1,131.0,129.0,moderate
2023-12-18 16:00:00+00:00,11.6,85,22.9,8.0,137.5,136.0,moderate
2023-12-18 17:00:00+00:00,11.6,88,24.0,8.0,138.0,131.0,moderate
2023-12-18 18:00:00+00:00,11.6,89,24.0,8.1,127.5,129.0,moderate
2023-12-18 19:00:00+00:00,11.7,89,22.0,8.5,123.0,118.5,moderate
2023-12-18 20:00:00+00:00,11.9,88,22.8,8.6,116.0,105.0,low
2023-12-18 21:00:00+00:00,12.0,87,22.6,8.7,102.5,90.0,low
2023-12-18 22:00:00+00:00,11.9,89,22.1,8.7,94.0,72.5,low
2023-12-18 23:00:00+00:00,11.9,89,21.8,8.8,72.5,72.5,low
2023-12-19 00:00:00+00:00,12.0,90,21.5,9.0,71.0,80.0,low
2023-12-19 01:00:00+00:00,12.1,89,24.1,8.7,77.5,78.0,low
2023-12-19 02:00:00+00:00,12.2,89,24.2,8.9,75.0,80.5,low
2023-12-19 03:00:00+00:00,12.4,88,25.1,8.9,76.0,81.0,low
2023-12-19 04:00:00+00:00,12.4,89,25.1,8.9,76.0,90.0,low
2023-12-19 05:00:00+00:00,12.3,90,23.7,9.0,89.5,120.5,low
2023-12-19 06:00:00+00:00,12.1,92,21.4,9.2,130.5,148.0,moderate
2023-12-19 07:00:00+00:00,12.0,93,18.9,9.6,151.0,154.0,moderate
2023-12-19 08:00:00+00:00,12.0,94,17.1,9.9,145.0,145.5,moderate
2023-12-19 09:00:00+00:00,12.2,94,17.4,10.1,145.5,147.0,moderate
2023-12-19 10:00:00+00:00,12.4,93,16.3,10.4,140.0,157.0,moderate
2023-12-19 11:00:00+00:00,12.2,95,14.2,10.5,139.5,148.0,moderate
2023-12-19 12:00:00+00:00,11.3,95,12.8,9.5,138.0,140.0,moderate
2023-12-19 13:00:00+00:00,10.0,92,13.7,7.6,134.5,141.0,moderate
2023-12-19 14:00:00+00:00,9.7,92,12.0,7.6,130.0,139.0,moderate
2023-12-19 15:00:00+00:00,9.5,92,12.4,7.2,137.0,139.5,moderate
2023-12-19 16:00:00+00:00,9.0,91,15.3,6.2,147.5,135.0,moderate
2023-12-19 17:00:00+00:00,8.4,87,16.6,5.0,131.5,123.5,moderate
2023-12-19 18:00:00+00:00,7.2,88,13.4,4.1,112.0,116.5,low
2023-12-19 19:00:00+00:00,6.2,90,13.8,2.9,111.0,103.5,low
2023-12-19 20:00:00+00:00,6.0,91,16.7,2.3,103.5,78.0,low
2023-12-19 21:00:00+00:00,5.8,90,18.9,1.7,88.0,57.5,low
2023-12-19 22:00:00+00:00,5.5,89,19.6,1.2,74.0,56.0,low
2023-12-19 23:00:00+00:00,5.4,89,19.4,1.1,57.5,56.5,low
2023-12-20 00:00:00+00:00,5.2,90,19.5,0.9,58.5,61.5,low
2023-12-20 01:00:00+00:00,5.2,90,20.6,0.7,61.5,60.5,low
2023-12-20 02:00:00+00:00,5.1,90,20.0,0.7,60.5,54.0,low
2023-12-20 03:00:00+00:00,5.0,90,19.5,0.7,56.0,48.0,low
2023-12-20 04:00:00+00:00,5.1,89,20.9,0.5,50.5,49.5,low
2023-12-20 05:00:00+00:00,5.2,88,21.3,0.6,49.5,54.5,low
2023-12-20 06:00:00+00:00,5.3,88,20.7,0.7,59.5,64.0,low
2023-12-20 07:00:00+00:00,5.4,89,19.6,1.1,66.0,65.5,low
2023-12-20 08:00:00+00:00,5.8,88,20.6,1.3,62.5,54.5,low
2023-12-20 09:00:00+00:00,6.3,87,21.1,1.9,56.5,50.0,low
2023-12-20 10:00:00+00:00,7.6,83,22.2,3.1,53.0,50.5,low
2023-12-20 11:00:00+00:00,9.0,79,24.9,4.3,50.5,44.0,low
2023-12-20 12:00:00+00:00,9.4,79,22.2,5.2,44.5,39.0,low
2023-12-20 13:00:00+00:00,9.6,79,22.0,5.4,38.0,42.0,very low
2023-12-20 14:00:00+00:00,9.6,80,25.5,4.9,39.0,46.0,low
2023-12-20 15:00:00+00:00,9.7,80,26.5,5.0,47.5,51.5,low
2023-12-20 16:00:00+00:00,10.0,80,24.4,5.6,50.5,58.5,low
2023-12-20 17:00:00+00:00,10.1,81,24.3,5.8,56.5,58.5,low
2023-12-20 18:00:00+00:00,10.0,81,24.6,5.6,58.5,52.0,low
2023-12-20 19:00:00+00:00,10.0,79,25.7,5.4,51.0,47.0,low
2023-12-20 20:00:00+00:00,10.1,78,25.7,5.5,48.0,50.0,low
2023-12-20 21:00:00+00:00,10.0,80,24.6,5.6,52.0,49.5,low
2023-12-20 22:00:00+00:00,10.3,80,24.5,6.0,54.0,46.0,low
2023-12-20 23:00:00+00:00,10.9,79,26.0,6.4,46.0,47.0,low
2023-12-21 00:00:00+00:00,11.1,80,24.9,6.9,47.5,48.0,low
2023-12-21 01:00:00+00:00,10.3,83,23.0,6.3,46.5,45.0,low
2023-12-21 02:00:00+00:00,10.2,84,24.7,6.0,45.0,39.5,low
2023-12-21 03:00:00+00:00,10.9,80,27.2,6.4,39.0,48.0,low
2023-12-21 04:00:00+00:00,11.1,79,28.8,6.2,46.5,42.5,low
2023-12-21 05:00:00+00:00,11.3,78,32.8,5.9,43.0,42.5,low
2023-12-21 06:00:00+00:00,11.6,77,34.9,6.0,42.5,44.5,low
2023-12-21 07:00:00+00:00,11.8,79,33.6,6.5,47.5,40.5,low
2023-12-21 08:00:00+00:00,12.0,80,32.2,7.0,40.0,41.5,low
2023-12-21 09:00:00+00:00,12.6,76,31.8,7.5,37.0,46.0,low
2023-12-21 10:00:00+00:00,12.8,72,30.4,7.8,42.5,52.5,low
2023-12-21 11:00:00+00:00,12.8,73,29.4,8.0,52.0,53.0,low
2023-12-21 12:00:00+00:00,12.8,71,31.6,7.6,56.5,53.5,low
2023-12-21 13:00:00+00:00,13.5,71,30.5,8.6,53.5,59.5,low
2023-12-21 14:00:00+00:00,12.9,70,29.9,8.0,56.0,61.5,low
2023-12-21 15:00:00+00:00,12.1,71,29.3,7.1,59.5,58.0,low
2023-12-21 16:00:00+00:00,11.6,70,30.0,6.3,61.0,63.5,low
2023-12-21 17:00:00+00:00,10.8,70,27.3,5.8,60.5,53.5,low
2023-12-21 18:00:00+00:00,10.5,70,24.4,5.8,51.0,46.5,low
2023-12-21 19:00:00+00:00,9.6,71,25.6,4.5,45.5,42.5,low
2023-12-21 20:00:00+00:00,9.1,72,25.2,4.1,45.5,36.5,very low
2023-12-21 21:00:00+00:00,8.7,74,23.2,4.0,42.0,38.0,very low
2023-12-21 22:00:00+00:00,8.7,75,25.7,3.6,41.5,36.0,very low
2023-12-21 23:00:00+00:00,8.4,76,26.1,3.3,37.5,36.0,very low
2023-12-22 00:00:00+00:00,8.4,75,25.3,3.4,36.0,38.0,very low
2023-12-22 01:00:00+00:00,9.0,72,24.9,4.0,37.0,37.5,very low
2023-12-22 02:00:00+00:00,9.6,71,23.8,4.8,37.0,38.0,very low
2023-12-22 03:00:00+00:00,9.6,77,21.3,5.4,37.0,39.5,very low
2023-12-22 04:00:00+00:00,9.8,82,23.5,5.6,38.0,39.0,very low
2023-12-22 05:00:00+00:00,10.1,82,27.4,5.4,38.0,37.5,very low
2023-12-22 06:00:00+00:00,10.3,82,26.3,5.8,39.0,38.5,low
2023-12-22 07:00:00+00:00,10.4,81,29.2,5.5,36.5,40.0,low
2023-12-22 08:00:00+00:00,10.5,79,27.4,5.8,37.5,45.0,low
2023-12-22 09:00:00+00:00,10.6,76,26.8,5.8,39.5,49.0,low
2023-12-22 10:00:00+00:00,10.8,75,26.0,6.2,45.0,53.5,low
2023-12-22 11:00:00+00:00,11.1,74,26.8,6.3,47.0,62.5,low
2023-12-22 12:00:00+00:00,11.1,74,25.6,6.5,53.5,63.5,low
2023-12-22 13:00:00+00:00,10.7,71,29.7,5.3,59.5,65.0,low
2023-12-22 14:00:00+00:00,10.7,71,30.1,5.3,62.0,56.0,low
2023-12-22 15:00:00+00:00,10.6,70,30.0,5.1,57.0,60.5,low
2023-12-22 16:00:00+00:00,10.4,69,29.0,5.0,60.0,70.0,low
2023-12-22 17:00:00+00:00,10.1,70,27.6,4.9,67.5,66.5,low
2023-12-22 18:00:00+00:00,9.8,72,26.1,4.7,62.0,61.0,low
2023-12-22 19:00:00+00:00,9.8,73,25.7,4.8,59.0,61.5,low
2023-12-22 20:00:00+00:00,10.0,72,25.3,5.1,61.5,54.5,low
2023-12-22 21:00:00+00:00,9.8,73,24.5,5.0,54.5,45.5,low
2023-12-22 22:00:00+00:00,9.2,74,23.8,4.5,44.0,44.5,low
2023-12-22 23:00:00+00:00,8.7,77,23.4,4.0,43.5,50.0,low
2023-12-23 00:00:00+00:00,8.6,78,22.3,4.2,45.5,52.0,low
2023-12-23 01:00:00+00:00,8.1,81,22.7,3.5,49.0,48.0,low
2023-12-23 02:00:00+00:00,8.3,80,23.7,3.7,46.5,46.5,low
2023-12-23 03:00:00+00:00,8.4,81,25.1,3.6,45.5,48.5,low
2023-12-23 04:00:00+00:00,8.4,81,24.6,3.6,47.5,46.5,low
2023-12-23 05:00:00+00:00,8.4,81,24.4,3.7,47.5,45.5,low
2023-12-23 06:00:00+00:00,8.8,81,24.3,4.2,44.5,45.0,low
2023-12-23 07:00:00+00:00,9.4,79,25.6,4.6,44.5,45.0,low
2023-12-23 08:00:00+00:00,9.0,80,22.0,4.8,42.5,41.5,low
2023-12-23 09:00:00+00:00,8.9,83,21.5,4.8,37.5,35.5,very low
2023-12-23 10:00:00+00:00,9.5,81,21.4,5.5,32.5,31.0,very low
2023-12-23 11:00:00+00:00,10.5,75,26.3,5.7,29.5,31.0,very low
2023-12-23 12:00:00+00:00,11.1,74,22.3,6.9,27.5,34.0,very low
2023-12-23 13:00:00+00:00,11.0,72,27.2,6.1,33.5,35.0,very low
2023-12-23 14:00:00+00:00,10.9,74,24.3,6.4,34.0,37.0,very low
2023-12-23 15:00:00+00:00,10.4,77,24.1,6.1,35.0,44.5,low
2023-12-23 16:00:00+00:00,10.0,77,23.7,5.5,43.0,56.0,low
2023-12-23 17:00:00+00:00,9.8,77,23.9,5.4,48.5,55.5,low
2023-12-23 18:00:00+00:00,9.6,80,24.1,5.2,48.0,53.5,low
2023-12-23 19:00:00+00:00,10.2,79,24.0,5.8,55.0,53.0,low
2023-12-23 20:00:00+00:00,10.6,78,24.1,6.3,47.0,49.0,low
2023-12-23 21:00:00+00:00,10.7,78,24.1,6.4,46.5,55.5,low
2023-12-23 22:00:00+00:00,10.7,80,26.6,6.1,53.5,52.0,low
2023-12-23 23:00:00+00:00,11.1,79,29.5,6.2,50.0,53.5,low
2023-12-24 00:00:00+00:00,11.4,77,30.6,6.3,53.0,56.0,low
2023-12-24 01:00:00+00:00,10.4,84,25.3,6.2,56.0,53.5,low
2023-12-24 02:00:00+00:00,10.3,90,26.7,6.1,52.0,49.0,low
2023-12-24 03:00:00+00:00,10.7,90,25.5,6.7,50.0,49.5,low
2023-12-24 04:00:00+00:00,11.1,90,26.9,7.1,49.5,50.0,low
2023-12-24 05:00:00+00:00,11.6,90,26.5,7.8,48.5,52.5,low
2023-12-24 06:00:00+00:00,12.3,89,27.8,8.4,50.5,53.0,low
2023-12-24 07:00:00+00:00,12.5,88,26.1,8.9,51.5,48.5,low
2023-12-24 08:00:00+00:00,12.7,89,27.6,9.0,48.5,46.5,low
2023-12-24 09:00:00+00:00,12.9,89,26.6,9.4,45.0,40.0,low
2023-12-24 10:00:00+00:00,13.2,89,26.9,9.7,41.0,35.0,very low
2023-12-24 11:00:00+00:00,13.2,88,29.2,9.3,35.0,37.5,very low
2023-12-24 12:00:00+00:00,13.3,85,31.2,9.0,37.5,35.5,very low
2023-12-24 13:00:00+00:00,13.3,84,26.9,9.6,34.5,38.5,very low
2023-12-24 14:00:00+00:00,13.1,85,29.7,9.0,37.0,35.0,very low
2023-12-24 15:00:00+00:00,12.9,85,32.2,8.4,35.5,33.0,very low
2023-12-24 16:00:00+00:00,12.8,85,29.3,8.7,32.5,37.0,very low
2023-12-24 17:00:00+00:00,12.9,85,29.2,8.8,31.5,36.5,very low
2023-12-24 18:00:00+00:00,13.2,85,30.4,8.9,32.0,35.0,very low
2023-12-24 19:00:00+00:00,13.3,85,29.6,9.2,30.5,39.5,very low
2023-12-24 20:00:00+00:00,13.3,84,29.6,9.2,35.5,42.5,low
2023-12-24 21:00:00+00:00,13.3,85,29.3,9.2,38.5,50.0,low
2023-12-24 22:00:00+00:00,13.3,84,29.4,9.2,38.0,54.0,low
2023-12-24 23:00:00+00:00,13.2,84,29.9,9.0,46.0,56.5,low
2023-12-25 00:00:00+00:00,13.0,84,27.0,9.2,55.5,57.5,low
2023-12-25 01:00:00+00:00,13.0,86,25.0,9.6,56.5,58.5,low
2023-12-25 02:00:00+00:00,13.0,86,23.7,9.8,58.0,61.5,low
2023-12-25 03:00:00+00:00,12.9,86,24.2,9.6,63.5,66.5,low
2023-12-25 04:00:00+00:00,12.7,87,23.3,9.5,68.0,67.5,low
2023-12-25 05:00:00+00:00,12.6,88,21.6,9.7,72.5,75.0,low
2023-12-25 06:00:00+00:00,12.6,88,21.3,9.7,77.5,75.0,low
2023-12-25 07:00:00+00:00,12.5,88,21.9,9.5,72.5,65.5,low
2023-12-25 08:00:00+00:00,12.5,86,21.5,9.5,66.0,64.5,low
2023-12-25 09:00:00+00:00,12.3,86,20.9,9.3,62.0,53.5,low
2023-12-25 10:00:00+00:00,12.5,84,21.3,9.4,56.0,41.5,low
2023-12-25 11:00:00+00:00,12.4,84,19.6,9.4,42.0,47.0,low
2023-12-25 12:00:00+00:00,13.0,81,17.4,10.4,46.5,52.5,low
2023-12-25 13:00:00+00:00,12.2,86,19.3,9.4,47.5,48.5,low
2023-12-25 14:00:00+00:00,12.1,88,18.1,9.6,44.0,42.5,low
2023-12-25 15:00:00+00:00,12.2,88,15.5,10.0,38.5,41.5,low
2023-12-25 16:00:00+00:00,12.1,91,16.9,9.9,38.5,41.0,low
2023-12-25 17:00:00+00:00,12.3,90,23.8,9.0,37.5,43.5,low
2023-12-25 18:00:00+00:00,12.3,90,27.3,8.6,36.5,44.0,low
2023-12-25 19:00:00+00:00,12.3,89,29.1,8.3,43.5,55.0,low
2023-12-25 20:00:00+00:00,12.0,92,28.9,8.0,52.5,60.0,low
2023-12-25 21:00:00+00:00,11.7,93,27.6,7.8,58.0,58.5,low
2023-12-25 22:00:00+00:00,11.6,88,24.9,8.0,54.0,57.0,low
2023-12-25 23:00:00+00:00,10.9,84,25.5,6.7,53.5,57.0,low
